"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2019Q1","127988","1977659","1.6","944","2.5","Total, all industries","01","AL"
Alaska,"2019Q1","21685","313143","0.5","1107","3.2","Total, all industries","02","AK"
Arizona,"2019Q1","161786","2902286","2.8","1052","2.6","Total, all industries","04","AZ"
Arkansas,"2019Q1","91253","1218303","0.7","895","2.1","Total, all industries","05","AR"
California,"2019Q1","1562759","17425558","1.7","1400","3.7","Total, all industries","06","CA"
Colorado,"2019Q1","208398","2693297","2.0","1231","4.8","Total, all industries","08","CO"
Connecticut,"2019Q1","121786","1650932","0.0","1487","2.3","Total, all industries","09","CT"
Delaware,"2019Q1","33775","445045","1.5","1230","2.5","Total, all industries","10","DE"
District Of Columbia,"2019Q1","40051","773668","0.5","1921","0.2","Total, all industries","11","DC"
Florida,"2019Q1","709087","8900744","2.1","1014","2.6","Total, all industries","12","FL"
Georgia,"2019Q1","282169","4483569","2.0","1121","2.6","Total, all industries","13","GA"
Hawaii,"2019Q1","43267","661808","0.2","1003","3.1","Total, all industries","15","HI"
Idaho,"2019Q1","61156","732798","2.8","829","2.5","Total, all industries","16","ID"
Illinois,"2019Q1","371705","5916482","0.2","1273","2.6","Total, all industries","17","IL"
Indiana,"2019Q1","168562","3059011","1.2","963","0.9","Total, all industries","18","IN"
Iowa,"2019Q1","103584","1526507","0.1","943","2.4","Total, all industries","19","IA"
Kansas,"2019Q1","87157","1380805","0.7","939","3.1","Total, all industries","20","KS"
Kentucky,"2019Q1","123641","1883708","0.7","920","2.2","Total, all industries","21","KY"
Louisiana,"2019Q1","133039","1922692","0.2","953","2.4","Total, all industries","22","LA"
Maine,"2019Q1","53023","600425","1.3","918","3.0","Total, all industries","23","ME"
Maryland,"2019Q1","175268","2671016","0.9","1227","1.6","Total, all industries","24","MD"
Massachusetts,"2019Q1","260515","3571812","1.5","1559","3.4","Total, all industries","25","MA"
Michigan,"2019Q1","249643","4307635","0.6","1078","0.1","Total, all industries","26","MI"
Minnesota,"2019Q1","174233","2842331","0.6","1203","2.3","Total, all industries","27","MN"
Mississippi,"2019Q1","72947","1130078","0.4","779","1.8","Total, all industries","28","MS"
Missouri,"2019Q1","205966","2788255","0.5","986","2.6","Total, all industries","29","MO"
Montana,"2019Q1","48615","458441","0.8","843","2.9","Total, all industries","30","MT"
Nebraska,"2019Q1","71630","964889","0.0","918","2.3","Total, all industries","31","NE"
Nevada,"2019Q1","80513","1393266","3.1","991","1.4","Total, all industries","32","NV"
New Hampshire,"2019Q1","52671","655947","1.2","1156","3.1","Total, all industries","33","NH"
New Jersey,"2019Q1","273058","4035180","1.2","1400","1.8","Total, all industries","34","NJ"
New Mexico,"2019Q1","61656","827806","1.6","890","3.2","Total, all industries","35","NM"
New York,"2019Q1","634391","9445498","1.4","1639","2.6","Total, all industries","36","NY"
North Carolina,"2019Q1","283635","4461782","2.0","1051","2.9","Total, all industries","37","NC"
North Dakota,"2019Q1","31672","414422","1.5","1021","3.3","Total, all industries","38","ND"
Ohio,"2019Q1","300126","5363096","0.7","1033","2.8","Total, all industries","39","OH"
Oklahoma,"2019Q1","110597","1619070","1.2","954","4.4","Total, all industries","40","OK"
Oregon,"2019Q1","156144","1925899","1.5","1059","3.2","Total, all industries","41","OR"
Pennsylvania,"2019Q1","357632","5850844","1.1","1146","2.8","Total, all industries","42","PA"
Rhode Island,"2019Q1","38673","474883","0.8","1102","1.7","Total, all industries","44","RI"
South Carolina,"2019Q1","138693","2110295","2.1","902","3.1","Total, all industries","45","SC"
South Dakota,"2019Q1","33981","419059","0.4","865","2.7","Total, all industries","46","SD"
Tennessee,"2019Q1","164787","3004433","2.0","996","1.9","Total, all industries","47","TN"
Texas,"2019Q1","708796","12473575","2.3","1203","3.0","Total, all industries","48","TX"
Utah,"2019Q1","105428","1500157","2.9","994","4.7","Total, all industries","49","UT"
Vermont,"2019Q1","25760","309409","0.5","949","3.6","Total, all industries","50","VT"
Virginia,"2019Q1","279269","3899326","1.2","1186","2.1","Total, all industries","51","VA"
Washington,"2019Q1","252141","3368555","1.7","1362","4.4","Total, all industries","53","WA"
West Virginia,"2019Q1","50867","686987","0.3","896","3.2","Total, all industries","54","WV"
Wisconsin,"2019Q1","174390","2840883","0.2","991","2.5","Total, all industries","55","WI"
Wyoming,"2019Q1","26485","269804","2.2","949","3.8","Total, all industries","56","WY"
Puerto Rico,"2019Q1","46174","877776","2.4","551","-2.5","Total, all industries","72","PR"
Virgin Islands,"2019Q1","3488","37908","13.6","984","0.8","Total, all industries","78","VI"
 
