"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2005Q1","116038","1874595","2.1","641","2.4","Total, all industries","01","AL"
Alaska,"2005Q1","20223","290491","2.0","743","1.4","Total, all industries","02","AK"
Arizona,"2005Q1","133006","2465298","5.2","696","2.1","Total, all industries","04","AZ"
Arkansas,"2005Q1","77047","1143119","1.6","580","3.0","Total, all industries","05","AR"
California,"2005Q1","1212968","15012292","1.5","872","2.0","Total, all industries","06","CA"
Colorado,"2005Q1","166524","2157633","2.3","786","2.1","Total, all industries","08","CO"
Connecticut,"2005Q1","109172","1621950","0.6","1083","3.8","Total, all industries","09","CT"
Delaware,"2005Q1","30083","408169","1.3","879","4.1","Total, all industries","10","DE"
District Of Columbia,"2005Q1","30300","662595","1.3","1278","4.3","Total, all industries","11","DC"
Florida,"2005Q1","546652","7727175","3.4","679","3.5","Total, all industries","12","FL"
Georgia,"2005Q1","251518","3879663","1.6","742","1.9","Total, all industries","13","GA"
Hawaii,"2005Q1","35447","598750","3.3","669","2.0","Total, all industries","15","HI"
Idaho,"2005Q1","50700","593567","4.1","561","1.6","Total, all industries","16","ID"
Illinois,"2005Q1","333341","5644023","0.5","848","2.9","Total, all industries","17","IL"
Indiana,"2005Q1","155082","2838271","1.1","667","0.9","Total, all industries","18","IN"
Iowa,"2005Q1","91244","1420192","2.0","616","1.7","Total, all industries","19","IA"
Kansas,"2005Q1","81552","1295084","1.2","631","1.4","Total, all industries","20","KS"
Kentucky,"2005Q1","104743","1738627","1.7","628","0.6","Total, all industries","21","KY"
Louisiana,"2005Q1","117888","1870635","0.4","619","2.8","Total, all industries","22","LA"
Maine,"2005Q1","47842","572523","-0.6","614","1.7","Total, all industries","23","ME"
Maryland,"2005Q1","159924","2460326","1.2","831","2.0","Total, all industries","24","MD"
Massachusetts,"2005Q1","214027","3097491","0.2","964","1.2","Total, all industries","25","MA"
Michigan,"2005Q1","255910","4233207","0.0","779","1.0","Total, all industries","26","MI"
Minnesota,"2005Q1","157060","2563888","1.5","782","0.6","Total, all industries","27","MN"
Mississippi,"2005Q1","66917","1112164","1.2","546","2.4","Total, all industries","28","MS"
Missouri,"2005Q1","167918","2637630","1.5","672","1.1","Total, all industries","29","MO"
Montana,"2005Q1","39463","403580","3.1","533","3.5","Total, all industries","30","MT"
Nebraska,"2005Q1","55955","879872","1.5","600","0.8","Total, all industries","31","NE"
Nevada,"2005Q1","65905","1186100","6.6","716","2.9","Total, all industries","32","NV"
New Hampshire,"2005Q1","46702","606935","0.8","744","2.6","Total, all industries","33","NH"
New Jersey,"2005Q1","268482","3862557","0.8","964","1.9","Total, all industries","34","NJ"
New Mexico,"2005Q1","50208","765212","2.2","596","2.1","Total, all industries","35","NM"
New York,"2005Q1","554709","8243713","0.8","1097","3.8","Total, all industries","36","NY"
North Carolina,"2005Q1","230709","3814113","2.4","690","3.1","Total, all industries","37","NC"
North Dakota,"2005Q1","24637","319952","2.4","548","1.1","Total, all industries","38","ND"
Ohio,"2005Q1","289788","5223653","0.3","705","1.9","Total, all industries","39","OH"
Oklahoma,"2005Q1","94164","1454700","2.6","590","1.7","Total, all industries","40","OK"
Oregon,"2005Q1","118099","1623081","4.2","684","1.3","Total, all industries","41","OR"
Pennsylvania,"2005Q1","328606","5466067","0.7","747","1.5","Total, all industries","42","PA"
Rhode Island,"2005Q1","35442","466292","0.4","736","1.2","Total, all industries","44","RI"
South Carolina,"2005Q1","116215","1800634","1.5","611","2.5","Total, all industries","45","SC"
South Dakota,"2005Q1","28833","365118","2.0","545","2.6","Total, all industries","46","SD"
Tennessee,"2005Q1","129522","2655631","1.4","660","1.4","Total, all industries","47","TN"
Texas,"2005Q1","520202","9467530","2.3","759","3.0","Total, all industries","48","TX"
Utah,"2005Q1","78645","1092968","4.0","606","1.2","Total, all industries","49","UT"
Vermont,"2005Q1","24376","297759","1.0","639","3.9","Total, all industries","50","VT"
Virginia,"2005Q1","210885","3525328","2.4","794","2.7","Total, all industries","51","VA"
Washington,"2005Q1","204220","2701189","2.5","766","2.4","Total, all industries","53","WA"
West Virginia,"2005Q1","47742","683749","1.2","583","2.5","Total, all industries","54","WV"
Wisconsin,"2005Q1","159232","2690935","1.5","666","1.4","Total, all industries","55","WI"
Wyoming,"2005Q1","22666","244569","2.3","610","4.6","Total, all industries","56","WY"
Puerto Rico,"2005Q1","55808","1046176","1.2","433","3.3","Total, all industries","72","PR"
Virgin Islands,"2005Q1","3458","44385","2.5","649","13.3","Total, all industries","78","VI"
 
