"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2012Q3","116221","1833423","0.6","784","-2.4","Total, all industries","01","AL"
Alaska,"2012Q3","22228","343650","0.6","961","-0.2","Total, all industries","02","AK"
Arizona,"2012Q3","147482","2438018","2.2","846","-2.0","Total, all industries","04","AZ"
Arkansas,"2012Q3","85456","1155560","0.2","708","-1.0","Total, all industries","05","AR"
California,"2012Q3","1314588","15112914","2.8","1035","-1.3","Total, all industries","06","CA"
Colorado,"2012Q3","174373","2284569","2.2","936","-1.3","Total, all industries","08","CO"
Connecticut,"2012Q3","111518","1638727","0.8","1088","-2.7","Total, all industries","09","CT"
Delaware,"2012Q3","28054","408240","0.3","922","-2.8","Total, all industries","10","DE"
District Of Columbia,"2012Q3","36288","715313","0.6","1515","-0.6","Total, all industries","11","DC"
Florida,"2012Q3","610094","7310938","1.9","799","-1.5","Total, all industries","12","FL"
Georgia,"2012Q3","269689","3838107","1.0","854","-1.5","Total, all industries","13","GA"
Hawaii,"2012Q3","38134","607391","2.1","826","-1.1","Total, all industries","15","HI"
Idaho,"2012Q3","53071","630216","1.0","687","-1.4","Total, all industries","16","ID"
Illinois,"2012Q3","393487","5694431","1.2","945","-1.4","Total, all industries","17","IL"
Indiana,"2012Q3","160224","2850088","1.8","772","-1.7","Total, all industries","18","IN"
Iowa,"2012Q3","95697","1489769","1.3","756","-0.5","Total, all industries","19","IA"
Kansas,"2012Q3","84061","1323745","0.9","761","-1.4","Total, all industries","20","KS"
Kentucky,"2012Q3","111765","1776415","1.1","752","-1.6","Total, all industries","21","KY"
Louisiana,"2012Q3","126671","1867492","0.5","804","-2.0","Total, all industries","22","LA"
Maine,"2012Q3","49598","597356","0.2","722","-1.6","Total, all industries","23","ME"
Maryland,"2012Q3","168685","2531033","1.4","1007","-1.6","Total, all industries","24","MD"
Massachusetts,"2012Q3","222156","3277848","1.4","1102","-1.2","Total, all industries","25","MA"
Michigan,"2012Q3","239483","3985233","1.6","862","-1.5","Total, all industries","26","MI"
Minnesota,"2012Q3","167424","2679169","1.3","914","-0.1","Total, all industries","27","MN"
Mississippi,"2012Q3","69130","1090547","0.8","671","-1.3","Total, all industries","28","MS"
Missouri,"2012Q3","177885","2626368","0.6","794","-1.1","Total, all industries","29","MO"
Montana,"2012Q3","42574","441243","1.7","689","0.3","Total, all industries","30","MT"
Nebraska,"2012Q3","66949","925156","2.0","741","-0.7","Total, all industries","31","NE"
Nevada,"2012Q3","73001","1140464","1.6","820","-3.0","Total, all industries","32","NV"
New Hampshire,"2012Q3","48977","620920","1.2","874","-3.1","Total, all industries","33","NH"
New Jersey,"2012Q3","257257","3806644","1.0","1054","-1.7","Total, all industries","34","NJ"
New Mexico,"2012Q3","55616","789473","0.1","761","-2.3","Total, all industries","35","NM"
New York,"2012Q3","602734","8610452","1.2","1089","-1.0","Total, all industries","36","NY"
North Carolina,"2012Q3","258695","3938944","1.8","806","-0.2","Total, all industries","37","NC"
North Dakota,"2012Q3","29771","422468","7.9","873","6.5","Total, all industries","38","ND"
Ohio,"2012Q3","288438","5078565","1.2","827","-0.8","Total, all industries","39","OH"
Oklahoma,"2012Q3","104806","1550788","1.6","778","-0.6","Total, all industries","40","OK"
Oregon,"2012Q3","131836","1669403","1.4","834","0.0","Total, all industries","41","OR"
Pennsylvania,"2012Q3","350373","5602941","0.7","899","-1.3","Total, all industries","42","PA"
Rhode Island,"2012Q3","35444","459364","0.5","856","-1.8","Total, all industries","44","RI"
South Carolina,"2012Q3","112905","1816815","1.5","737","-1.2","Total, all industries","45","SC"
South Dakota,"2012Q3","31449","405342","1.6","683","-0.1","Total, all industries","46","SD"
Tennessee,"2012Q3","141393","2672895","1.6","814","-0.6","Total, all industries","47","TN"
Texas,"2012Q3","599224","10788581","2.9","929","-0.3","Total, all industries","48","TX"
Utah,"2012Q3","85614","1230016","3.2","767","-1.7","Total, all industries","49","UT"
Vermont,"2012Q3","24407","302479","1.4","762","-1.9","Total, all industries","50","VT"
Virginia,"2012Q3","239626","3629977","0.8","960","-1.5","Total, all industries","51","VA"
Washington,"2012Q3","237725","2947988","1.6","1023","1.2","Total, all industries","53","WA"
West Virginia,"2012Q3","49617","715274","0.5","724","-2.4","Total, all industries","54","WV"
Wisconsin,"2012Q3","160955","2721699","0.8","770","-2.7","Total, all industries","55","WI"
Wyoming,"2012Q3","25498","285407","0.3","828","-0.5","Total, all industries","56","WY"
Puerto Rico,"2012Q3","48455","934717","2.3","504","-0.4","Total, all industries","72","PR"
Virgin Islands,"2012Q3","3477","38682","-9.6","710","-1.3","Total, all industries","78","VI"
 
