"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2002Q3","112089","1835841","-1.0","589","3.7","Total, all industries","01","AL"
Alaska,"2002Q3","19182","303818","1.3","708","2.3","Total, all industries","02","AK"
Arizona,"2002Q3","121482","2240269","0.0","637","1.3","Total, all industries","04","AZ"
Arkansas,"2002Q3","73859","1133725","-0.3","526","3.1","Total, all industries","05","AR"
California,"2002Q3","1117076","14967652","-0.5","767","1.2","Total, all industries","06","CA"
Colorado,"2002Q3","157596","2159224","-2.0","712","1.0","Total, all industries","08","CO"
Connecticut,"2002Q3","107777","1650798","-1.2","843","1.6","Total, all industries","09","CT"
Delaware,"2002Q3","25501","407481","0.2","725","2.3","Total, all industries","10","DE"
District Of Columbia,"2002Q3","28741","652849","2.1","1063","4.1","Total, all industries","11","DC"
Florida,"2002Q3","476973","7127948","0.2","605","3.1","Total, all industries","12","FL"
Georgia,"2002Q3","235240","3819547","-1.5","667","1.7","Total, all industries","13","GA"
Hawaii,"2002Q3","35840","560153","0.2","626","4.9","Total, all industries","15","HI"
Idaho,"2002Q3","46843","587663","0.4","536","1.7","Total, all industries","16","ID"
Illinois,"2002Q3","322084","5809798","-1.6","732","1.8","Total, all industries","17","IL"
Indiana,"2002Q3","151238","2869226","-0.8","614","3.4","Total, all industries","18","IN"
Iowa,"2002Q3","88980","1419520","-1.0","561","2.9","Total, all industries","19","IA"
Kansas,"2002Q3","81589","1307200","-1.1","579","1.6","Total, all industries","20","KS"
Kentucky,"2002Q3","108504","1726332","-0.6","576","2.7","Total, all industries","21","KY"
Louisiana,"2002Q3","115854","1850749","-1.3","563","2.9","Total, all industries","22","LA"
Maine,"2002Q3","46189","602239","-0.2","561","3.7","Total, all industries","23","ME"
Maryland,"2002Q3","149041","2439176","0.4","733","2.7","Total, all industries","24","MD"
Massachusetts,"2002Q3","198780","3223342","-1.8","830","0.9","Total, all industries","25","MA"
Michigan,"2002Q3","257779","4436926","-1.3","713","3.0","Total, all industries","26","MI"
Minnesota,"2002Q3","156592","2616818","-0.2","700","3.4","Total, all industries","27","MN"
Mississippi,"2002Q3","64253","1112968","-0.2","503","3.7","Total, all industries","28","MS"
Missouri,"2002Q3","166361","2649808","-0.5","620","2.5","Total, all industries","29","MO"
Montana,"2002Q3","42991","398247","1.3","490","3.8","Total, all industries","30","MT"
Nebraska,"2002Q3","54633","876786","-0.9","563","4.6","Total, all industries","31","NE"
Nevada,"2002Q3","53165","1057415","0.0","646","2.2","Total, all industries","32","NV"
New Hampshire,"2002Q3","46157","609987","-0.3","670","2.9","Total, all industries","33","NH"
New Jersey,"2002Q3","256836","3871174","-0.6","823","2.2","Total, all industries","34","NJ"
New Mexico,"2002Q3","49535","748137","1.3","550","2.4","Total, all industries","35","NM"
New York,"2002Q3","540077","8281960","-1.1","822","1.2","Total, all industries","36","NY"
North Carolina,"2002Q3","233637","3772949","-0.8","613","2.9","Total, all industries","37","NC"
North Dakota,"2002Q3","23581","317081","0.3","503","2.9","Total, all industries","38","ND"
Ohio,"2002Q3","286378","5369259","-1.2","647","3.5","Total, all industries","39","OH"
Oklahoma,"2002Q3","90549","1444690","-1.9","539","3.3","Total, all industries","40","OK"
Oregon,"2002Q3","113746","1602428","-0.5","633","1.8","Total, all industries","41","OR"
Pennsylvania,"2002Q3","316158","5532993","-0.6","671","2.6","Total, all industries","42","PA"
Rhode Island,"2002Q3","34256","476370","0.4","653","4.5","Total, all industries","44","RI"
South Carolina,"2002Q3","119503","1776178","-0.7","566","2.7","Total, all industries","45","SC"
South Dakota,"2002Q3","27682","367473","0.0","501","3.5","Total, all industries","46","SD"
Tennessee,"2002Q3","125912","2621109","-0.5","608","2.7","Total, all industries","47","TN"
Texas,"2002Q3","499575","9291819","-0.8","678","1.5","Total, all industries","48","TX"
Utah,"2002Q3","70960","1046309","-1.0","575","1.8","Total, all industries","49","UT"
Vermont,"2002Q3","23959","297428","-0.7","582","2.8","Total, all industries","50","VT"
Virginia,"2002Q3","198689","3420543","-0.7","699","3.2","Total, all industries","51","VA"
Washington,"2002Q3","229208","2695922","-1.3","726","3.1","Total, all industries","53","WA"
West Virginia,"2002Q3","46975","688508","-0.3","521","2.2","Total, all industries","54","WV"
Wisconsin,"2002Q3","152964","2718316","-0.6","605","3.2","Total, all industries","55","WI"
Wyoming,"2002Q3","21658","246346","1.0","543","2.8","Total, all industries","56","WY"
Puerto Rico,"2002Q3","48172","982001","-1.4","390","6.0","Total, all industries","72","PR"
Virgin Islands,"2002Q3","3229","41859","-3.6","566","3.7","Total, all industries","78","VI"
 
