"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2011Q1","115650","1809150","0.4","765","4.1","Total, all industries","01","AL"
Alaska,"2011Q1","21015","310387","2.0","912","3.8","Total, all industries","02","AK"
Arizona,"2011Q1","142504","2386796","0.5","839","5.1","Total, all industries","04","AZ"
Arkansas,"2011Q1","85290","1134025","0.4","714","5.9","Total, all industries","05","AR"
California,"2011Q1","1342232","14382896","1.0","1066","6.2","Total, all industries","06","CA"
Colorado,"2011Q1","168939","2179099","1.3","952","4.4","Total, all industries","08","CO"
Connecticut,"2011Q1","110102","1589361","1.4","1281","6.2","Total, all industries","09","CT"
Delaware,"2011Q1","28027","395513","2.0","1028","5.9","Total, all industries","10","DE"
District Of Columbia,"2011Q1","34846","702669","2.5","1541","2.5","Total, all industries","11","DC"
Florida,"2011Q1","587836","7234574","1.2","794","3.8","Total, all industries","12","FL"
Georgia,"2011Q1","264118","3767572","1.3","885","5.7","Total, all industries","13","GA"
Hawaii,"2011Q1","37412","594956","1.4","789","3.0","Total, all industries","15","HI"
Idaho,"2011Q1","53581","589991","-0.2","659","4.1","Total, all industries","16","ID"
Illinois,"2011Q1","382984","5474008","1.2","1002","5.9","Total, all industries","17","IL"
Indiana,"2011Q1","159512","2717305","1.9","773","4.6","Total, all industries","18","IN"
Iowa,"2011Q1","93300","1421638","0.8","737","4.4","Total, all industries","19","IA"
Kansas,"2011Q1","86678","1291587","0.5","749","4.2","Total, all industries","20","KS"
Kentucky,"2011Q1","110205","1718012","1.6","738","3.8","Total, all industries","21","KY"
Louisiana,"2011Q1","125581","1840597","0.9","797","4.3","Total, all industries","22","LA"
Maine,"2011Q1","49313","558577","0.1","723","4.8","Total, all industries","23","ME"
Maryland,"2011Q1","165420","2451921","1.3","1010","3.6","Total, all industries","24","MD"
Massachusetts,"2011Q1","227711","3125269","1.5","1161","6.0","Total, all industries","25","MA"
Michigan,"2011Q1","243901","3766419","2.4","872","7.1","Total, all industries","26","MI"
Minnesota,"2011Q1","161375","2532983","1.5","932","5.7","Total, all industries","27","MN"
Mississippi,"2011Q1","68605","1075162","0.6","649","3.0","Total, all industries","28","MS"
Missouri,"2011Q1","173146","2563053","0.3","787","3.1","Total, all industries","29","MO"
Montana,"2011Q1","41836","412050","0.3","655","3.5","Total, all industries","30","MT"
Nebraska,"2011Q1","59972","886631","0.7","721","3.9","Total, all industries","31","NE"
Nevada,"2011Q1","71202","1102918","0.5","802","3.0","Total, all industries","32","NV"
New Hampshire,"2011Q1","47267","596190","1.1","876","5.2","Total, all industries","33","NH"
New Jersey,"2011Q1","265195","3692600","-0.2","1160","3.5","Total, all industries","34","NJ"
New Mexico,"2011Q1","54819","776959","-0.1","739","3.2","Total, all industries","35","NM"
New York,"2011Q1","588251","8333702","1.2","1368","6.7","Total, all industries","36","NY"
North Carolina,"2011Q1","251885","3808550","1.5","825","4.3","Total, all industries","37","NC"
North Dakota,"2011Q1","26588","364438","5.0","748","9.5","Total, all industries","38","ND"
Ohio,"2011Q1","287174","4868333","1.3","819","4.6","Total, all industries","39","OH"
Oklahoma,"2011Q1","102447","1495590","1.3","737","5.0","Total, all industries","40","OK"
Oregon,"2011Q1","127702","1590686","1.3","812","4.6","Total, all industries","41","OR"
Pennsylvania,"2011Q1","342283","5467989","1.6","896","4.6","Total, all industries","42","PA"
Rhode Island,"2011Q1","34891","438476","0.1","862","3.2","Total, all industries","44","RI"
South Carolina,"2011Q1","109961","1766990","1.4","721","4.3","Total, all industries","45","SC"
South Dakota,"2011Q1","30847","382275","1.3","659","4.1","Total, all industries","46","SD"
Tennessee,"2011Q1","137617","2574483","1.7","793","3.8","Total, all industries","47","TN"
Texas,"2011Q1","579947","10335632","2.3","945","5.8","Total, all industries","48","TX"
Utah,"2011Q1","82351","1156158","1.9","753","3.4","Total, all industries","49","UT"
Vermont,"2011Q1","24170","292112","1.0","740","3.6","Total, all industries","50","VT"
Virginia,"2011Q1","229590","3536619","1.4","968","4.0","Total, all industries","51","VA"
Washington,"2011Q1","224616","2779051","1.0","947","5.2","Total, all industries","53","WA"
West Virginia,"2011Q1","48313","689175","1.0","723","4.5","Total, all industries","54","WV"
Wisconsin,"2011Q1","156693","2610854","1.7","779","5.3","Total, all industries","55","WI"
Wyoming,"2011Q1","24900","265398","1.1","808","4.4","Total, all industries","56","WY"
Puerto Rico,"2011Q1","50443","925381","-2.4","498","0.4","Total, all industries","72","PR"
Virgin Islands,"2011Q1","3498","45203","0.6","737","0.8","Total, all industries","78","VI"
 
