"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2005Q2","116671","1901255","2.2","644","3.9","Total, all industries","01","AL"
Alaska,"2005Q2","20427","315061","2.6","756","2.9","Total, all industries","02","AK"
Arizona,"2005Q2","135490","2441999","5.8","723","4.3","Total, all industries","04","AZ"
Arkansas,"2005Q2","77306","1157302","1.7","593","4.4","Total, all industries","05","AR"
California,"2005Q2","1196401","15360226","1.8","850","3.7","Total, all industries","06","CA"
Colorado,"2005Q2","169322","2215941","2.0","769","3.4","Total, all industries","08","CO"
Connecticut,"2005Q2","109930","1675344","1.0","945","4.2","Total, all industries","09","CT"
Delaware,"2005Q2","30199","421918","0.9","797","3.1","Total, all industries","10","DE"
District Of Columbia,"2005Q2","30398","675295","1.5","1234","4.0","Total, all industries","11","DC"
Florida,"2005Q2","553898","7644788","3.3","689","5.2","Total, all industries","12","FL"
Georgia,"2005Q2","253142","3929825","2.5","721","3.0","Total, all industries","13","GA"
Hawaii,"2005Q2","35786","606695","3.5","677","3.8","Total, all industries","15","HI"
Idaho,"2005Q2","51463","624312","2.8","570","2.7","Total, all industries","16","ID"
Illinois,"2005Q2","336683","5812933","0.6","804","4.3","Total, all industries","17","IL"
Indiana,"2005Q2","152931","2890116","0.6","664","2.8","Total, all industries","18","IN"
Iowa,"2005Q2","91558","1475476","1.7","614","3.9","Total, all industries","19","IA"
Kansas,"2005Q2","82447","1324205","0.7","635","4.4","Total, all industries","20","KS"
Kentucky,"2005Q2","105289","1776128","1.9","650","3.7","Total, all industries","21","KY"
Louisiana,"2005Q2","119202","1906525","1.4","617","4.2","Total, all industries","22","LA"
Maine,"2005Q2","48265","610954","-0.5","609","3.7","Total, all industries","23","ME"
Maryland,"2005Q2","160814","2528347","1.4","817","3.9","Total, all industries","24","MD"
Massachusetts,"2005Q2","216928","3221779","0.6","916","2.1","Total, all industries","25","MA"
Michigan,"2005Q2","258057","4362920","0.0","769","3.5","Total, all industries","26","MI"
Minnesota,"2005Q2","162675","2671596","0.3","759","2.2","Total, all industries","27","MN"
Mississippi,"2005Q2","67290","1117388","0.7","556","4.1","Total, all industries","28","MS"
Missouri,"2005Q2","168836","2701460","1.3","678","4.1","Total, all industries","29","MO"
Montana,"2005Q2","40010","424586","1.6","553","4.7","Total, all industries","30","MT"
Nebraska,"2005Q2","56398","905789","1.1","598","3.3","Total, all industries","31","NE"
Nevada,"2005Q2","66691","1221117","6.4","738","7.7","Total, all industries","32","NV"
New Hampshire,"2005Q2","47207","631785","1.1","755","5.3","Total, all industries","33","NH"
New Jersey,"2005Q2","270529","4015540","1.5","902","3.6","Total, all industries","34","NJ"
New Mexico,"2005Q2","50109","785272","2.0","624","4.5","Total, all industries","35","NM"
New York,"2005Q2","558245","8480014","1.0","913","4.1","Total, all industries","36","NY"
North Carolina,"2005Q2","232410","3851147","1.6","665","4.1","Total, all industries","37","NC"
North Dakota,"2005Q2","24777","333363","2.1","561","4.1","Total, all industries","38","ND"
Ohio,"2005Q2","290155","5374518","0.3","693","3.1","Total, all industries","39","OH"
Oklahoma,"2005Q2","94669","1467799","2.8","595","2.9","Total, all industries","40","OK"
Oregon,"2005Q2","120360","1682599","2.9","687","2.5","Total, all industries","41","OR"
Pennsylvania,"2005Q2","331759","5620615","0.9","737","3.8","Total, all industries","42","PA"
Rhode Island,"2005Q2","35520","487647","0.3","721","3.6","Total, all industries","44","RI"
South Carolina,"2005Q2","117658","1831481","1.2","620","4.2","Total, all industries","45","SC"
South Dakota,"2005Q2","29039","387360","1.4","540","2.9","Total, all industries","46","SD"
Tennessee,"2005Q2","131507","2690659","1.4","670","3.4","Total, all industries","47","TN"
Texas,"2005Q2","521438","9600396","2.7","738","4.5","Total, all industries","48","TX"
Utah,"2005Q2","80296","1120362","3.6","622","3.2","Total, all industries","49","UT"
Vermont,"2005Q2","24444","304230","0.5","645","1.7","Total, all industries","50","VT"
Virginia,"2005Q2","211821","3622008","2.3","787","5.5","Total, all industries","51","VA"
Washington,"2005Q2","207583","2827212","2.5","760","3.3","Total, all industries","53","WA"
West Virginia,"2005Q2","48014","703156","1.3","612","3.9","Total, all industries","54","WV"
Wisconsin,"2005Q2","160556","2798706","1.1","663","3.1","Total, all industries","55","WI"
Wyoming,"2005Q2","23052","265132","2.2","621","6.0","Total, all industries","56","WY"
Puerto Rico,"2005Q2","56743","1044057","0.0","418","2.7","Total, all industries","72","PR"
Virgin Islands,"2005Q2","3487","43893","2.8","643","4.4","Total, all industries","78","VI"
 
