"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2006Q1","115496","1923381","2.6","692","8.0","Total, all industries","01","AL"
Alaska,"2006Q1","20427","296593","2.1","790","6.3","Total, all industries","02","AK"
Arizona,"2006Q1","145947","2619522","6.3","767","10.2","Total, all industries","04","AZ"
Arkansas,"2006Q1","80305","1171236","2.5","622","7.2","Total, all industries","05","AR"
California,"2006Q1","1260311","15385235","2.5","951","9.1","Total, all industries","06","CA"
Colorado,"2006Q1","172124","2211591","2.5","858","9.2","Total, all industries","08","CO"
Connecticut,"2006Q1","110339","1649354","1.7","1190","9.9","Total, all industries","09","CT"
Delaware,"2006Q1","30011","414945","1.7","966","9.9","Total, all industries","10","DE"
District Of Columbia,"2006Q1","31273","667172","0.7","1364","6.7","Total, all industries","11","DC"
Florida,"2006Q1","575617","8020330","3.8","739","8.8","Total, all industries","12","FL"
Georgia,"2006Q1","257869","3987898","2.8","798","7.5","Total, all industries","13","GA"
Hawaii,"2006Q1","36093","616287","2.9","718","7.3","Total, all industries","15","HI"
Idaho,"2006Q1","53248","623603","5.1","608","8.4","Total, all industries","16","ID"
Illinois,"2006Q1","344763","5734103","1.6","914","7.8","Total, all industries","17","IL"
Indiana,"2006Q1","156073","2870385","1.1","718","7.6","Total, all industries","18","IN"
Iowa,"2006Q1","91734","1446238","1.8","662","7.5","Total, all industries","19","IA"
Kansas,"2006Q1","83661","1313474","1.4","688","9.0","Total, all industries","20","KS"
Kentucky,"2006Q1","108808","1774784","2.1","672","7.0","Total, all industries","21","KY"
Louisiana,"2006Q1","119733","1789152","-4.4","699","12.9","Total, all industries","22","LA"
Maine,"2006Q1","48651","576967","0.8","653","6.4","Total, all industries","23","ME"
Maryland,"2006Q1","162223","2511447","2.1","898","8.1","Total, all industries","24","MD"
Massachusetts,"2006Q1","205347","3137717","1.3","1046","8.5","Total, all industries","25","MA"
Michigan,"2006Q1","258188","4200992","-0.8","818","5.0","Total, all industries","26","MI"
Minnesota,"2006Q1","168050","2628846","2.5","830","6.1","Total, all industries","27","MN"
Mississippi,"2006Q1","67884","1115132","0.3","597","9.3","Total, all industries","28","MS"
Missouri,"2006Q1","170168","2680378","1.6","723","7.6","Total, all industries","29","MO"
Montana,"2006Q1","40309","416406","3.2","572","7.3","Total, all industries","30","MT"
Nebraska,"2006Q1","57036","889594","1.1","649","8.2","Total, all industries","31","NE"
Nevada,"2006Q1","70016","1259467","6.2","765","6.8","Total, all industries","32","NV"
New Hampshire,"2006Q1","47751","617456","1.7","799","7.4","Total, all industries","33","NH"
New Jersey,"2006Q1","270233","3919655","1.5","1039","7.8","Total, all industries","34","NJ"
New Mexico,"2006Q1","51603","794087","3.8","647","8.6","Total, all industries","35","NM"
New York,"2006Q1","562453","8329895","1.0","1249","13.9","Total, all industries","36","NY"
North Carolina,"2006Q1","238584","3909519","2.5","744","7.8","Total, all industries","37","NC"
North Dakota,"2006Q1","25204","328816","2.8","587","7.1","Total, all industries","38","ND"
Ohio,"2006Q1","290317","5257744","0.7","753","6.8","Total, all industries","39","OH"
Oklahoma,"2006Q1","95719","1505432","3.5","667","13.1","Total, all industries","40","OK"
Oregon,"2006Q1","125652","1669569","2.9","735","7.5","Total, all industries","41","OR"
Pennsylvania,"2006Q1","327735","5540385","1.4","808","8.2","Total, all industries","42","PA"
Rhode Island,"2006Q1","35862","468393","0.5","779","5.8","Total, all industries","44","RI"
South Carolina,"2006Q1","122482","1830200","1.6","662","8.3","Total, all industries","45","SC"
South Dakota,"2006Q1","29360","373076","2.2","582","6.8","Total, all industries","46","SD"
Tennessee,"2006Q1","133902","2712948","2.2","705","6.8","Total, all industries","47","TN"
Texas,"2006Q1","530671","9823699","3.8","826","8.8","Total, all industries","48","TX"
Utah,"2006Q1","83236","1145893","4.8","661","9.1","Total, all industries","49","UT"
Vermont,"2006Q1","24509","300640","1.0","688","7.7","Total, all industries","50","VT"
Virginia,"2006Q1","211637","3606770","2.3","863","8.7","Total, all industries","51","VA"
Washington,"2006Q1","207509","2783637","3.1","832","8.6","Total, all industries","53","WA"
West Virginia,"2006Q1","47947","698098","2.1","626","7.4","Total, all industries","54","WV"
Wisconsin,"2006Q1","163174","2713602","0.8","717","7.7","Total, all industries","55","WI"
Wyoming,"2006Q1","23475","256872","5.0","668","9.5","Total, all industries","56","WY"
Puerto Rico,"2006Q1","60139","1048408","0.2","452","4.4","Total, all industries","72","PR"
Virgin Islands,"2006Q1","3425","45734","3.0","646","-0.5","Total, all industries","78","VI"
 
