"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2004Q2","113903","1860474","1.7","620","2.8","Total, all industries","01","AL"
Alaska,"2004Q2","20060","306941","0.4","735","1.7","Total, all industries","02","AK"
Arizona,"2004Q2","126974","2307493","3.5","693","3.1","Total, all industries","04","AZ"
Arkansas,"2004Q2","75238","1137909","1.5","568","3.8","Total, all industries","05","AR"
California,"2004Q2","1164828","15091705","0.5","820","3.8","Total, all industries","06","CA"
Colorado,"2004Q2","162436","2171531","1.3","744","2.8","Total, all industries","08","CO"
Connecticut,"2004Q2","108873","1658197","0.4","907","3.7","Total, all industries","09","CT"
Delaware,"2004Q2","28948","418280","2.2","773","3.2","Total, all industries","10","DE"
District Of Columbia,"2004Q2","29367","665393","1.7","1187","3.4","Total, all industries","11","DC"
Florida,"2004Q2","521723","7404076","3.4","655","3.8","Total, all industries","12","FL"
Georgia,"2004Q2","245524","3832997","1.2","700","2.5","Total, all industries","13","GA"
Hawaii,"2004Q2","34891","585963","2.7","652","2.8","Total, all industries","15","HI"
Idaho,"2004Q2","48697","607243","3.0","555","3.2","Total, all industries","16","ID"
Illinois,"2004Q2","327290","5780111","0.1","771","2.8","Total, all industries","17","IL"
Indiana,"2004Q2","152709","2873984","1.2","646","3.7","Total, all industries","18","IN"
Iowa,"2004Q2","91453","1450757","1.5","591","3.3","Total, all industries","19","IA"
Kansas,"2004Q2","81785","1315646","1.2","608","2.9","Total, all industries","20","KS"
Kentucky,"2004Q2","104762","1742317","0.8","627","3.1","Total, all industries","21","KY"
Louisiana,"2004Q2","115684","1880525","0.6","592","2.1","Total, all industries","22","LA"
Maine,"2004Q2","48954","614207","1.4","587","3.2","Total, all industries","23","ME"
Maryland,"2004Q2","154999","2492475","0.9","786","3.4","Total, all industries","24","MD"
Massachusetts,"2004Q2","209507","3201573","-0.1","897","5.7","Total, all industries","25","MA"
Michigan,"2004Q2","254460","4361780","-0.7","743","1.6","Total, all industries","26","MI"
Minnesota,"2004Q2","156950","2663901","1.2","743","2.8","Total, all industries","27","MN"
Mississippi,"2004Q2","66161","1109722","1.3","534","2.5","Total, all industries","28","MS"
Missouri,"2004Q2","167278","2666754","0.5","651","1.9","Total, all industries","29","MO"
Montana,"2004Q2","42050","417992","3.3","528","1.3","Total, all industries","30","MT"
Nebraska,"2004Q2","55100","896327","0.9","579","2.5","Total, all industries","31","NE"
Nevada,"2004Q2","62658","1147227","6.5","685","4.1","Total, all industries","32","NV"
New Hampshire,"2004Q2","47084","624913","1.5","717","3.5","Total, all industries","33","NH"
New Jersey,"2004Q2","261709","3955582","0.7","871","2.4","Total, all industries","34","NJ"
New Mexico,"2004Q2","49696","769881","2.2","597","3.1","Total, all industries","35","NM"
New York,"2004Q2","549139","8397260","0.6","877","3.2","Total, all industries","36","NY"
North Carolina,"2004Q2","228240","3790856","1.6","639","2.9","Total, all industries","37","NC"
North Dakota,"2004Q2","24251","326626","2.3","539","4.5","Total, all industries","38","ND"
Ohio,"2004Q2","285975","5356469","0.2","672","2.8","Total, all industries","39","OH"
Oklahoma,"2004Q2","92174","1427284","1.3","578","2.3","Total, all industries","40","OK"
Oregon,"2004Q2","115698","1635146","3.1","670","2.9","Total, all industries","41","OR"
Pennsylvania,"2004Q2","324586","5568405","0.4","710","3.0","Total, all industries","42","PA"
Rhode Island,"2004Q2","34953","485962","0.7","696","3.6","Total, all industries","44","RI"
South Carolina,"2004Q2","111538","1810614","1.4","595","3.1","Total, all industries","45","SC"
South Dakota,"2004Q2","28368","381825","1.9","525","3.6","Total, all industries","46","SD"
Tennessee,"2004Q2","128897","2652439","1.7","648","3.0","Total, all industries","47","TN"
Texas,"2004Q2","511017","9346518","1.2","706","2.8","Total, all industries","48","TX"
Utah,"2004Q2","75231","1081354","3.3","603","2.6","Total, all industries","49","UT"
Vermont,"2004Q2","24292","302570","1.4","634","4.3","Total, all industries","50","VT"
Virginia,"2004Q2","204093","3541347","2.6","746","3.8","Total, all industries","51","VA"
Washington,"2004Q2","210013","2757779","2.1","736","-1.5","Total, all industries","53","WA"
West Virginia,"2004Q2","47651","694322","1.2","589","2.8","Total, all industries","54","WV"
Wisconsin,"2004Q2","155603","2768099","0.8","643","2.6","Total, all industries","55","WI"
Wyoming,"2004Q2","22437","259394","2.7","586","4.1","Total, all industries","56","WY"
Puerto Rico,"2004Q2","52159","1044556","2.2","407","2.3","Total, all industries","72","PR"
Virgin Islands,"2004Q2","3211","42701","2.1","616","2.7","Total, all industries","78","VI"
 
