"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2011Q2","115927","1824741","-0.4","768","2.4","Total, all industries","01","AL"
Alaska,"2011Q2","21607","335997","1.6","941","2.6","Total, all industries","02","AK"
Arizona,"2011Q2","143121","2333770","1.0","844","2.9","Total, all industries","04","AZ"
Arkansas,"2011Q2","85470","1144681","-0.9","702","2.5","Total, all industries","05","AR"
California,"2011Q2","1364753","14692044","0.5","1016","3.7","Total, all industries","06","CA"
Colorado,"2011Q2","169733","2235546","1.5","900","3.4","Total, all industries","08","CO"
Connecticut,"2011Q2","110465","1630494","0.8","1116","3.8","Total, all industries","09","CT"
Delaware,"2011Q2","27947","408410","0.5","926","5.9","Total, all industries","10","DE"
District Of Columbia,"2011Q2","35531","711442","1.4","1540","2.3","Total, all industries","11","DC"
Florida,"2011Q2","590242","7088576","0.8","802","2.6","Total, all industries","12","FL"
Georgia,"2011Q2","264910","3801067","1.0","832","2.5","Total, all industries","13","GA"
Hawaii,"2011Q2","37504","591223","0.8","798","2.3","Total, all industries","15","HI"
Idaho,"2011Q2","53645","616778","0.0","667","2.3","Total, all industries","16","ID"
Illinois,"2011Q2","384187","5633326","1.0","938","3.1","Total, all industries","17","IL"
Indiana,"2011Q2","159260","2768833","1.3","749","2.2","Total, all industries","18","IN"
Iowa,"2011Q2","93519","1479746","0.9","725","2.4","Total, all industries","19","IA"
Kansas,"2011Q2","87004","1311913","-0.2","755","3.0","Total, all industries","20","KS"
Kentucky,"2011Q2","107621","1752350","0.9","760","2.3","Total, all industries","21","KY"
Louisiana,"2011Q2","125461","1846928","0.0","794","3.1","Total, all industries","22","LA"
Maine,"2011Q2","49136","594618","0.4","712","1.9","Total, all industries","23","ME"
Maryland,"2011Q2","165698","2513154","0.5","985","2.9","Total, all industries","24","MD"
Massachusetts,"2011Q2","228774","3239323","1.2","1122","5.7","Total, all industries","25","MA"
Michigan,"2011Q2","243500","3900821","1.9","845","2.4","Total, all industries","26","MI"
Minnesota,"2011Q2","164381","2654087","1.7","897","3.3","Total, all industries","27","MN"
Mississippi,"2011Q2","68676","1080732","-0.5","662","1.5","Total, all industries","28","MS"
Missouri,"2011Q2","173818","2617741","0.3","774","1.6","Total, all industries","29","MO"
Montana,"2011Q2","41932","433383","0.4","682","3.6","Total, all industries","30","MT"
Nebraska,"2011Q2","60366","912360","0.2","714","2.4","Total, all industries","31","NE"
Nevada,"2011Q2","71421","1123490","0.5","816","2.5","Total, all industries","32","NV"
New Hampshire,"2011Q2","47700","615414","0.4","888","2.4","Total, all industries","33","NH"
New Jersey,"2011Q2","264581","3830160","-0.4","1056","2.6","Total, all industries","34","NJ"
New Mexico,"2011Q2","54693","789005","-0.5","763","2.8","Total, all industries","35","NM"
New York,"2011Q2","591354","8574698","1.0","1092","1.0","Total, all industries","36","NY"
North Carolina,"2011Q2","253084","3861595","1.4","783","2.5","Total, all industries","37","NC"
North Dakota,"2011Q2","27106","382591","5.1","769","8.2","Total, all industries","38","ND"
Ohio,"2011Q2","288288","5009937","0.9","795","2.6","Total, all industries","39","OH"
Oklahoma,"2011Q2","102430","1514476","0.9","748","4.3","Total, all industries","40","OK"
Oregon,"2011Q2","126884","1638431","0.7","818","4.1","Total, all industries","41","OR"
Pennsylvania,"2011Q2","344314","5608276","1.0","875","3.1","Total, all industries","42","PA"
Rhode Island,"2011Q2","34795","458727","0.4","862","3.5","Total, all industries","44","RI"
South Carolina,"2011Q2","111753","1803878","1.2","726","2.3","Total, all industries","45","SC"
South Dakota,"2011Q2","31075","404868","0.8","656","3.8","Total, all industries","46","SD"
Tennessee,"2011Q2","137940","2615827","1.3","794","2.3","Total, all industries","47","TN"
Texas,"2011Q2","581057","10468378","2.2","899","3.9","Total, all industries","48","TX"
Utah,"2011Q2","82973","1182913","2.0","756","3.1","Total, all industries","49","UT"
Vermont,"2011Q2","24148","297318","1.1","772","2.7","Total, all industries","50","VT"
Virginia,"2011Q2","231812","3617812","0.8","949","2.2","Total, all industries","51","VA"
Washington,"2011Q2","229852","2877896","0.6","927","3.3","Total, all industries","53","WA"
West Virginia,"2011Q2","48483","702822","0.3","765","5.4","Total, all industries","54","WV"
Wisconsin,"2011Q2","157927","2712142","0.9","767","3.0","Total, all industries","55","WI"
Wyoming,"2011Q2","25064","284502","1.1","820","3.8","Total, all industries","56","WY"
Puerto Rico,"2011Q2","50485","916872","-1.2","496","0.6","Total, all industries","72","PR"
Virgin Islands,"2011Q2","3547","43986","0.3","746","5.4","Total, all industries","78","VI"
 
