"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2006Q3","117903","1938465","1.6","682","1.9","Total, all industries","01","AL"
Alaska,"2006Q3","21029","324904","1.4","797","0.0","Total, all industries","02","AK"
Arizona,"2006Q3","150819","2632753","4.3","752","0.9","Total, all industries","04","AZ"
Arkansas,"2006Q3","81558","1181125","1.3","604","0.8","Total, all industries","05","AR"
California,"2006Q3","1265136","15645321","1.4","892","0.6","Total, all industries","06","CA"
Colorado,"2006Q3","176909","2260768","2.2","818","1.2","Total, all industries","08","CO"
Connecticut,"2006Q3","111647","1680899","1.6","958","-0.8","Total, all industries","09","CT"
Delaware,"2006Q3","30266","424836","0.6","850","3.4","Total, all industries","10","DE"
District Of Columbia,"2006Q3","32110","675154","0.8","1307","3.6","Total, all industries","11","DC"
Florida,"2006Q3","584347","7951438","2.0","712","0.6","Total, all industries","12","FL"
Georgia,"2006Q3","262198","4039328","2.0","751","0.4","Total, all industries","13","GA"
Hawaii,"2006Q3","36803","622481","2.5","721","1.0","Total, all industries","15","HI"
Idaho,"2006Q3","55127","660683","4.0","613","1.3","Total, all industries","16","ID"
Illinois,"2006Q3","350165","5881107","1.0","833","1.0","Total, all industries","17","IL"
Indiana,"2006Q3","155698","2924145","0.3","687","-0.3","Total, all industries","18","IN"
Iowa,"2006Q3","93056","1481774","1.3","641","0.0","Total, all industries","19","IA"
Kansas,"2006Q3","82939","1346447","2.3","662","0.6","Total, all industries","20","KS"
Kentucky,"2006Q3","111034","1796940","1.0","656","0.6","Total, all industries","21","KY"
Louisiana,"2006Q3","121994","1831717","3.4","685","7.4","Total, all industries","22","LA"
Maine,"2006Q3","49381","610909","0.7","635","0.6","Total, all industries","23","ME"
Maryland,"2006Q3","161602","2546225","0.8","857","0.4","Total, all industries","24","MD"
Massachusetts,"2006Q3","208451","3230118","1.0","950","0.3","Total, all industries","25","MA"
Michigan,"2006Q3","260856","4276185","-1.9","789","0.1","Total, all industries","26","MI"
Minnesota,"2006Q3","165935","2689494","0.2","786","-0.4","Total, all industries","27","MN"
Mississippi,"2006Q3","68689","1135784","3.1","585","2.1","Total, all industries","28","MS"
Missouri,"2006Q3","172357","2724545","1.1","690","-0.1","Total, all industries","29","MO"
Montana,"2006Q3","41198","434601","2.4","581","3.0","Total, all industries","30","MT"
Nebraska,"2006Q3","57894","907693","1.2","632","-0.2","Total, all industries","31","NE"
Nevada,"2006Q3","72507","1287742","3.7","751","0.0","Total, all industries","32","NV"
New Hampshire,"2006Q3","48697","635043","0.7","774","0.3","Total, all industries","33","NH"
New Jersey,"2006Q3","276112","3981230","0.6","931","0.3","Total, all industries","34","NJ"
New Mexico,"2006Q3","52421","823760","4.1","655","4.1","Total, all industries","35","NM"
New York,"2006Q3","568488","8473480","0.9","951","1.2","Total, all industries","36","NY"
North Carolina,"2006Q3","246780","4009577","2.5","695","0.9","Total, all industries","37","NC"
North Dakota,"2006Q3","24693","342338","2.1","587","1.0","Total, all industries","38","ND"
Ohio,"2006Q3","290580","5344848","-0.2","725","0.3","Total, all industries","39","OH"
Oklahoma,"2006Q3","97232","1520606","2.4","631","2.9","Total, all industries","40","OK"
Oregon,"2006Q3","127356","1730219","2.7","720","0.8","Total, all industries","41","OR"
Pennsylvania,"2006Q3","332688","5646002","0.8","768","0.5","Total, all industries","42","PA"
Rhode Island,"2006Q3","35969","490782","0.8","760","3.3","Total, all industries","44","RI"
South Carolina,"2006Q3","132001","1871927","2.1","641","0.9","Total, all industries","45","SC"
South Dakota,"2006Q3","29808","389531","2.0","571","0.7","Total, all industries","46","SD"
Tennessee,"2006Q3","136830","2760876","1.4","698","1.2","Total, all industries","47","TN"
Texas,"2006Q3","540272","10017136","3.6","786","2.5","Total, all industries","48","TX"
Utah,"2006Q3","85559","1188775","4.8","660","2.0","Total, all industries","49","UT"
Vermont,"2006Q3","24784","305925","0.6","672","1.4","Total, all industries","50","VT"
Virginia,"2006Q3","217192","3650454","1.0","816","0.0","Total, all industries","51","VA"
Washington,"2006Q3","216012","2914045","3.4","823","2.7","Total, all industries","53","WA"
West Virginia,"2006Q3","48247","711738","1.2","599","1.7","Total, all industries","54","WV"
Wisconsin,"2006Q3","161332","2803904","0.6","687","0.1","Total, all industries","55","WI"
Wyoming,"2006Q3","24090","274506","4.7","705","9.8","Total, all industries","56","WY"
Puerto Rico,"2006Q3","61011","1019382","-2.0","442","1.8","Total, all industries","72","PR"
Virgin Islands,"2006Q3","3429","44640","1.2","684","11.2","Total, all industries","78","VI"
 
