"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2002Q1","111623","1827231","-1.7","589","2.6","Total, all industries","01","AL"
Alaska,"2002Q1","18809","277355","1.9","703","2.9","Total, all industries","02","AK"
Arizona,"2002Q1","119148","2252327","-1.2","645","1.4","Total, all industries","04","AZ"
Arkansas,"2002Q1","73217","1119153","-1.2","534","2.3","Total, all industries","05","AR"
California,"2002Q1","1100073","14747323","-1.8","810","-1.7","Total, all industries","06","CA"
Colorado,"2002Q1","155163","2138454","-3.0","735","-1.5","Total, all industries","08","CO"
Connecticut,"2002Q1","107699","1644627","-0.6","955","-1.8","Total, all industries","09","CT"
Delaware,"2002Q1","25739","394297","-3.1","817","7.2","Total, all industries","10","DE"
District Of Columbia,"2002Q1","26911","644956","2.2","1104","2.0","Total, all industries","11","DC"
Florida,"2002Q1","467706","7215124","-0.5","616","2.5","Total, all industries","12","FL"
Georgia,"2002Q1","230978","3798302","-2.1","698","1.6","Total, all industries","13","GA"
Hawaii,"2002Q1","35295","555047","-1.3","620","3.7","Total, all industries","15","HI"
Idaho,"2002Q1","46080","550516","-1.6","534","1.5","Total, all industries","16","ID"
Illinois,"2002Q1","318601","5709038","-2.7","780","0.1","Total, all industries","17","IL"
Indiana,"2002Q1","152971","2795694","-2.4","629","0.8","Total, all industries","18","IN"
Iowa,"2002Q1","88569","1389130","-1.8","566","2.9","Total, all industries","19","IA"
Kansas,"2002Q1","80710","1295793","-1.9","593","2.8","Total, all industries","20","KS"
Kentucky,"2002Q1","108786","1706460","-1.6","585","2.5","Total, all industries","21","KY"
Louisiana,"2002Q1","114470","1842877","-1.6","573","3.8","Total, all industries","22","LA"
Maine,"2002Q1","46258","571031","-0.7","571","2.7","Total, all industries","23","ME"
Maryland,"2002Q1","149250","2411764","0.3","757","2.3","Total, all industries","24","MD"
Massachusetts,"2002Q1","194402","3175993","-2.8","886","-2.2","Total, all industries","25","MA"
Michigan,"2002Q1","255584","4331100","-3.0","730","-0.5","Total, all industries","26","MI"
Minnesota,"2002Q1","154616","2539758","-1.7","724","1.3","Total, all industries","27","MN"
Mississippi,"2002Q1","63918","1099884","-1.0","504","2.6","Total, all industries","28","MS"
Missouri,"2002Q1","164897","2603486","-1.9","642","2.7","Total, all industries","29","MO"
Montana,"2002Q1","41749","377550","0.1","479","2.8","Total, all industries","30","MT"
Nebraska,"2002Q1","53954","862379","-1.2","562","3.3","Total, all industries","31","NE"
Nevada,"2002Q1","50836","1029756","-1.3","647","3.2","Total, all industries","32","NV"
New Hampshire,"2002Q1","45274","595134","-1.8","677","0.1","Total, all industries","33","NH"
New Jersey,"2002Q1","259061","3846275","-0.3","910","2.8","Total, all industries","34","NJ"
New Mexico,"2002Q1","48648","728008","0.8","555","2.6","Total, all industries","35","NM"
New York,"2002Q1","534419","8217259","-2.7","994","-4.3","Total, all industries","36","NY"
North Carolina,"2002Q1","231298","3740968","-2.3","637","1.9","Total, all industries","37","NC"
North Dakota,"2002Q1","23325","304502","-0.7","500","3.3","Total, all industries","38","ND"
Ohio,"2002Q1","285320","5269447","-2.7","659","1.9","Total, all industries","39","OH"
Oklahoma,"2002Q1","90295","1446075","-1.4","549","1.7","Total, all industries","40","OK"
Oregon,"2002Q1","111043","1548907","-2.6","644","0.0","Total, all industries","41","OR"
Pennsylvania,"2002Q1","327565","5459364","-1.4","698","2.0","Total, all industries","42","PA"
Rhode Island,"2002Q1","34013","460429","-0.5","673","2.6","Total, all industries","44","RI"
South Carolina,"2002Q1","116217","1753608","-2.5","571","2.3","Total, all industries","45","SC"
South Dakota,"2002Q1","27430","352826","-1.3","498","2.7","Total, all industries","46","SD"
Tennessee,"2002Q1","125403","2579126","-2.3","617","3.7","Total, all industries","47","TN"
Texas,"2002Q1","496552","9255138","-1.3","705","-0.8","Total, all industries","48","TX"
Utah,"2002Q1","68727","1030573","-1.5","584","2.3","Total, all industries","49","UT"
Vermont,"2002Q1","23508","294138","-1.3","587","2.3","Total, all industries","50","VT"
Virginia,"2002Q1","196557","3381170","-1.4","717","0.7","Total, all industries","51","VA"
Washington,"2002Q1","220693","2588465","-3.0","741","2.6","Total, all industries","53","WA"
West Virginia,"2002Q1","47298","675406","-0.5","549","3.2","Total, all industries","54","WV"
Wisconsin,"2002Q1","150677","2639035","-1.8","622","2.3","Total, all industries","55","WI"
Wyoming,"2002Q1","21278","231515","1.4","547","4.8","Total, all industries","56","WY"
Puerto Rico,"2002Q1","50088","1000755","-2.1","387","5.2","Total, all industries","72","PR"
Virgin Islands,"2002Q1","3261","44297","-1.7","577","2.5","Total, all industries","78","VI"
 
