"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2012Q2","115408","1842269","1.0","783","2.0","Total, all industries","01","AL"
Alaska,"2012Q2","21655","342910","2.1","955","1.5","Total, all industries","02","AK"
Arizona,"2012Q2","146508","2395241","2.6","862","2.1","Total, all industries","04","AZ"
Arkansas,"2012Q2","85078","1157332","1.1","717","2.1","Total, all industries","05","AR"
California,"2012Q2","1416221","15119663","2.9","1027","1.1","Total, all industries","06","CA"
Colorado,"2012Q2","171399","2291935","2.5","918","2.0","Total, all industries","08","CO"
Connecticut,"2012Q2","111108","1649454","1.2","1111","-0.4","Total, all industries","09","CT"
Delaware,"2012Q2","27846","410428","0.5","947","2.3","Total, all industries","10","DE"
District Of Columbia,"2012Q2","35536","718362","1.0","1543","0.2","Total, all industries","11","DC"
Florida,"2012Q2","604159","7230846","2.0","806","0.5","Total, all industries","12","FL"
Georgia,"2012Q2","268042","3852740","1.4","848","1.9","Total, all industries","13","GA"
Hawaii,"2012Q2","37712","605208","2.4","810","1.5","Total, all industries","15","HI"
Idaho,"2012Q2","52946","625723","1.5","670","0.4","Total, all industries","16","ID"
Illinois,"2012Q2","391380","5701704","1.2","953","1.6","Total, all industries","17","IL"
Indiana,"2012Q2","160431","2831348","2.3","763","1.9","Total, all industries","18","IN"
Iowa,"2012Q2","95139","1504584","1.7","742","2.3","Total, all industries","19","IA"
Kansas,"2012Q2","83741","1334173","1.7","763","1.1","Total, all industries","20","KS"
Kentucky,"2012Q2","110460","1780495","1.6","772","1.6","Total, all industries","21","KY"
Louisiana,"2012Q2","126118","1878325","1.7","805","1.4","Total, all industries","22","LA"
Maine,"2012Q2","49498","602156","1.3","719","1.0","Total, all industries","23","ME"
Maryland,"2012Q2","166452","2547680","1.4","991","0.6","Total, all industries","24","MD"
Massachusetts,"2012Q2","221207","3309710","2.2","1109","-1.2","Total, all industries","25","MA"
Michigan,"2012Q2","239898","3985974","2.2","858","1.5","Total, all industries","26","MI"
Minnesota,"2012Q2","165972","2694780","1.5","907","1.1","Total, all industries","27","MN"
Mississippi,"2012Q2","68272","1087128","0.6","681","2.9","Total, all industries","28","MS"
Missouri,"2012Q2","176563","2635344","0.7","790","2.1","Total, all industries","29","MO"
Montana,"2012Q2","42266","441785","1.9","700","2.6","Total, all industries","30","MT"
Nebraska,"2012Q2","66721","932240","2.2","718","0.6","Total, all industries","31","NE"
Nevada,"2012Q2","72574","1142127","1.7","815","-0.1","Total, all industries","32","NV"
New Hampshire,"2012Q2","48621","624356","1.5","890","0.2","Total, all industries","33","NH"
New Jersey,"2012Q2","256515","3877523","1.2","1057","0.1","Total, all industries","34","NJ"
New Mexico,"2012Q2","55241","792079","0.4","783","2.6","Total, all industries","35","NM"
New York,"2012Q2","600506","8705800","1.5","1096","0.4","Total, all industries","36","NY"
North Carolina,"2012Q2","258914","3919170","1.5","788","0.6","Total, all industries","37","NC"
North Dakota,"2012Q2","29186","420059","9.8","855","11.2","Total, all industries","38","ND"
Ohio,"2012Q2","288056","5105910","1.9","816","2.6","Total, all industries","39","OH"
Oklahoma,"2012Q2","104430","1547265","2.2","767","2.5","Total, all industries","40","OK"
Oregon,"2012Q2","130515","1666131","1.7","837","2.3","Total, all industries","41","OR"
Pennsylvania,"2012Q2","348733","5648065","0.7","893","2.1","Total, all industries","42","PA"
Rhode Island,"2012Q2","35181","460971","0.5","860","-0.2","Total, all industries","44","RI"
South Carolina,"2012Q2","111599","1831640","1.5","736","1.4","Total, all industries","45","SC"
South Dakota,"2012Q2","31318","412880","2.0","677","3.2","Total, all industries","46","SD"
Tennessee,"2012Q2","140451","2668839","2.0","816","2.8","Total, all industries","47","TN"
Texas,"2012Q2","594633","10782860","3.0","922","2.6","Total, all industries","48","TX"
Utah,"2012Q2","84543","1225212","3.6","766","1.3","Total, all industries","49","UT"
Vermont,"2012Q2","24353","302198","1.6","787","1.9","Total, all industries","50","VT"
Virginia,"2012Q2","237098","3658301","1.1","952","0.3","Total, all industries","51","VA"
Washington,"2012Q2","234885","2949699","2.5","946","2.0","Total, all industries","53","WA"
West Virginia,"2012Q2","49353","713433","1.5","776","1.4","Total, all industries","54","WV"
Wisconsin,"2012Q2","159482","2752386","1.5","778","1.4","Total, all industries","55","WI"
Wyoming,"2012Q2","25445","289342","1.7","841","2.6","Total, all industries","56","WY"
Puerto Rico,"2012Q2","49007","936499","2.1","498","0.4","Total, all industries","72","PR"
Virgin Islands,"2012Q2","3494","40137","-8.8","819","9.8","Total, all industries","78","VI"
 
