"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2018Q2","126379","1971977","1.3","881","2.7","Total, all industries","01","AL"
Alaska,"2018Q2","21799","336452","-0.7","1041","3.5","Total, all industries","02","AK"
Arizona,"2018Q2","158110","2771703","2.6","973","3.3","Total, all industries","04","AZ"
Arkansas,"2018Q2","90115","1215656","0.7","824","1.7","Total, all industries","05","AR"
California,"2018Q2","1542901","17461566","1.8","1265","4.6","Total, all industries","06","CA"
Colorado,"2018Q2","204819","2705250","2.5","1075","3.2","Total, all industries","08","CO"
Connecticut,"2018Q2","120597","1703760","0.2","1219","0.2","Total, all industries","09","CT"
Delaware,"2018Q2","32907","454283","1.3","1022","1.3","Total, all industries","10","DE"
District Of Columbia,"2018Q2","39122","776427","1.2","1713","2.6","Total, all industries","11","DC"
Florida,"2018Q2","687093","8565360","2.1","932","3.0","Total, all industries","12","FL"
Georgia,"2018Q2","276495","4433787","1.9","978","2.2","Total, all industries","13","GA"
Hawaii,"2018Q2","41810","660306","0.8","957","2.6","Total, all industries","15","HI"
Idaho,"2018Q2","62886","745552","3.2","794","3.8","Total, all industries","16","ID"
Illinois,"2018Q2","368072","6055106","0.7","1096","3.3","Total, all industries","17","IL"
Indiana,"2018Q2","168090","3075569","1.1","883","2.8","Total, all industries","18","IN"
Iowa,"2018Q2","102851","1582894","0.7","880","3.3","Total, all industries","19","IA"
Kansas,"2018Q2","88486","1393926","1.1","880","3.5","Total, all industries","20","KS"
Kentucky,"2018Q2","123934","1903508","0.8","882","2.3","Total, all industries","21","KY"
Louisiana,"2018Q2","131344","1923244","0.7","901","3.7","Total, all industries","22","LA"
Maine,"2018Q2","52740","637248","1.1","843","3.6","Total, all industries","23","ME"
Maryland,"2018Q2","172755","2714343","0.8","1140","3.4","Total, all industries","24","MD"
Massachusetts,"2018Q2","257159","3656684","1.2","1320","3.4","Total, all industries","25","MA"
Michigan,"2018Q2","246534","4413645","1.1","994","2.6","Total, all industries","26","MI"
Minnesota,"2018Q2","174595","2930327","0.9","1073","3.4","Total, all industries","27","MN"
Mississippi,"2018Q2","73448","1130893","0.2","752","2.7","Total, all industries","28","MS"
Missouri,"2018Q2","199657","2827900","0.4","925","4.0","Total, all industries","29","MO"
Montana,"2018Q2","49597","478432","1.1","816","2.4","Total, all industries","30","MT"
Nebraska,"2018Q2","72648","990969","0.7","859","3.1","Total, all industries","31","NE"
Nevada,"2018Q2","80452","1373546","3.2","931","3.3","Total, all industries","32","NV"
New Hampshire,"2018Q2","52437","670830","0.8","1048","3.3","Total, all industries","33","NH"
New Jersey,"2018Q2","266706","4151401","0.7","1200","2.2","Total, all industries","34","NJ"
New Mexico,"2018Q2","60128","825468","1.3","851","3.4","Total, all industries","35","NM"
New York,"2018Q2","637107","9584415","1.8","1296","4.4","Total, all industries","36","NY"
North Carolina,"2018Q2","278812","4440612","1.9","934","3.4","Total, all industries","37","NC"
North Dakota,"2018Q2","31851","426171","0.8","986","3.4","Total, all industries","38","ND"
Ohio,"2018Q2","296131","5463663","0.7","933","2.3","Total, all industries","39","OH"
Oklahoma,"2018Q2","110608","1609929","1.4","873","2.9","Total, all industries","40","OK"
Oregon,"2018Q2","153411","1950921","1.7","998","3.2","Total, all industries","41","OR"
Pennsylvania,"2018Q2","356216","5926306","1.2","1031","3.1","Total, all industries","42","PA"
Rhode Island,"2018Q2","37853","491075","0.7","1000","1.9","Total, all industries","44","RI"
South Carolina,"2018Q2","131566","2117610","3.0","836","0.4","Total, all industries","45","SC"
South Dakota,"2018Q2","33608","440109","1.0","807","2.8","Total, all industries","46","SD"
Tennessee,"2018Q2","160928","2993679","1.6","933","3.0","Total, all industries","47","TN"
Texas,"2018Q2","690884","12338444","2.3","1062","3.4","Total, all industries","48","TX"
Utah,"2018Q2","102479","1481537","3.2","899","4.3","Total, all industries","49","UT"
Vermont,"2018Q2","25580","314095","-0.2","905","4.0","Total, all industries","50","VT"
Virginia,"2018Q2","276057","3943367","1.4","1073","2.6","Total, all industries","51","VA"
Washington,"2018Q2","249207","3439740","2.6","1216","6.8","Total, all industries","53","WA"
West Virginia,"2018Q2","50991","704386","1.8","868","4.8","Total, all industries","54","WV"
Wisconsin,"2018Q2","174441","2935968","0.9","903","3.2","Total, all industries","55","WI"
Wyoming,"2018Q2","26319","282884","0.8","901","3.0","Total, all industries","56","WY"
Puerto Rico,"2018Q2","44781","855161","-2.1","541","4.8","Total, all industries","72","PR"
Virgin Islands,"2018Q2","3417","33644","-13.9","845","13.7","Total, all industries","78","VI"
 
