"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2007Q1","119094","1951005","1.4","717","3.6","Total, all industries","01","AL"
Alaska,"2007Q1","20792","299939","1.1","831","5.2","Total, all industries","02","AK"
Arizona,"2007Q1","156505","2673322","2.1","801","4.4","Total, all industries","04","AZ"
Arkansas,"2007Q1","82163","1179495","0.7","641","3.1","Total, all industries","05","AR"
California,"2007Q1","1253468","15548756","1.1","987","3.8","Total, all industries","06","CA"
Colorado,"2007Q1","176790","2261942","2.3","888","3.5","Total, all industries","08","CO"
Connecticut,"2007Q1","111583","1664215","0.9","1262","6.1","Total, all industries","09","CT"
Delaware,"2007Q1","30550","416150","0.3","986","2.1","Total, all industries","10","DE"
District Of Columbia,"2007Q1","32735","673695","1.0","1426","4.5","Total, all industries","11","DC"
Florida,"2007Q1","597707","8095008","0.9","763","3.2","Total, all industries","12","FL"
Georgia,"2007Q1","266459","4056993","1.7","836","4.8","Total, all industries","13","GA"
Hawaii,"2007Q1","37525","627168","1.8","747","4.0","Total, all industries","15","HI"
Idaho,"2007Q1","55764","644285","3.3","633","4.1","Total, all industries","16","ID"
Illinois,"2007Q1","356881","5792012","1.0","955","4.5","Total, all industries","17","IL"
Indiana,"2007Q1","158622","2880026","0.3","739","2.9","Total, all industries","18","IN"
Iowa,"2007Q1","92986","1457183","0.8","685","3.5","Total, all industries","19","IA"
Kansas,"2007Q1","84463","1349070","2.7","720","4.7","Total, all industries","20","KS"
Kentucky,"2007Q1","113272","1791516","0.9","697","3.7","Total, all industries","21","KY"
Louisiana,"2007Q1","119354","1862790","4.1","730","4.4","Total, all industries","22","LA"
Maine,"2007Q1","50101","581365","0.8","677","3.7","Total, all industries","23","ME"
Maryland,"2007Q1","165901","2529301","0.7","937","4.3","Total, all industries","24","MD"
Massachusetts,"2007Q1","208266","3173005","1.1","1107","5.8","Total, all industries","25","MA"
Michigan,"2007Q1","257199","4131292","-1.7","849","3.8","Total, all industries","26","MI"
Minnesota,"2007Q1","163992","2629893","0.0","873","5.2","Total, all industries","27","MN"
Mississippi,"2007Q1","68988","1129201","1.3","614","2.8","Total, all industries","28","MS"
Missouri,"2007Q1","173073","2707685","1.0","742","2.6","Total, all industries","29","MO"
Montana,"2007Q1","41708","428725","3.0","599","4.7","Total, all industries","30","MT"
Nebraska,"2007Q1","58303","899560","1.1","666","2.6","Total, all industries","31","NE"
Nevada,"2007Q1","73962","1281932","1.8","801","4.7","Total, all industries","32","NV"
New Hampshire,"2007Q1","48221","619546","0.3","835","4.5","Total, all industries","33","NH"
New Jersey,"2007Q1","267152","3920563","0.0","1097","5.6","Total, all industries","34","NJ"
New Mexico,"2007Q1","53128","818683","3.1","685","5.9","Total, all industries","35","NM"
New York,"2007Q1","570107","8447676","1.4","1398","11.9","Total, all industries","36","NY"
North Carolina,"2007Q1","248443","4031634","3.1","778","4.6","Total, all industries","37","NC"
North Dakota,"2007Q1","24845","334528","1.7","614","4.6","Total, all industries","38","ND"
Ohio,"2007Q1","291564","5240923","-0.3","790","4.9","Total, all industries","39","OH"
Oklahoma,"2007Q1","98461","1536197","2.0","675","1.2","Total, all industries","40","OK"
Oregon,"2007Q1","132630","1708146","2.3","754","2.6","Total, all industries","41","OR"
Pennsylvania,"2007Q1","335108","5583259","0.8","849","5.1","Total, all industries","42","PA"
Rhode Island,"2007Q1","36076","472088","0.8","832","6.8","Total, all industries","44","RI"
South Carolina,"2007Q1","116758","1886749","3.1","676","2.1","Total, all industries","45","SC"
South Dakota,"2007Q1","29985","381765","2.3","601","3.3","Total, all industries","46","SD"
Tennessee,"2007Q1","139186","2729953","0.6","737","4.5","Total, all industries","47","TN"
Texas,"2007Q1","563760","10134595","3.2","872","5.6","Total, all industries","48","TX"
Utah,"2007Q1","84674","1203444","5.0","696","5.3","Total, all industries","49","UT"
Vermont,"2007Q1","24829","301538","0.3","704","2.3","Total, all industries","50","VT"
Virginia,"2007Q1","226212","3646241","1.1","900","4.3","Total, all industries","51","VA"
Washington,"2007Q1","213197","2869503","3.1","867","4.2","Total, all industries","53","WA"
West Virginia,"2007Q1","48591","698138","0.0","653","4.3","Total, all industries","54","WV"
Wisconsin,"2007Q1","157724","2728963","0.6","744","3.8","Total, all industries","55","WI"
Wyoming,"2007Q1","24090","269444","4.9","730","9.3","Total, all industries","56","WY"
Puerto Rico,"2007Q1","61611","1020549","-2.7","476","5.3","Total, all industries","72","PR"
Virgin Islands,"2007Q1","3437","45976","0.5","685","6.0","Total, all industries","78","VI"
 
