"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2012Q1","114985","1822261","0.7","808","5.6","Total, all industries","01","AL"
Alaska,"2012Q1","21737","316285","1.9","973","6.7","Total, all industries","02","AK"
Arizona,"2012Q1","145248","2441256","2.3","886","5.6","Total, all industries","04","AZ"
Arkansas,"2012Q1","84719","1151608","1.6","747","4.6","Total, all industries","05","AR"
California,"2012Q1","1273791","14733927","2.4","1118","4.9","Total, all industries","06","CA"
Colorado,"2012Q1","170387","2231019","2.4","1003","5.4","Total, all industries","08","CO"
Connecticut,"2012Q1","110307","1612284","1.4","1325","3.4","Total, all industries","09","CT"
Delaware,"2012Q1","27446","398111","0.7","1072","4.3","Total, all industries","10","DE"
District Of Columbia,"2012Q1","35264","710329","1.1","1605","4.2","Total, all industries","11","DC"
Florida,"2012Q1","601511","7380962","2.0","837","5.4","Total, all industries","12","FL"
Georgia,"2012Q1","266126","3809650","1.1","931","5.2","Total, all industries","13","GA"
Hawaii,"2012Q1","37380","601734","1.1","832","5.4","Total, all industries","15","HI"
Idaho,"2012Q1","52755","595818","1.0","691","4.9","Total, all industries","16","ID"
Illinois,"2012Q1","388901","5560647","1.6","1060","5.8","Total, all industries","17","IL"
Indiana,"2012Q1","160389","2777642","2.2","822","6.3","Total, all industries","18","IN"
Iowa,"2012Q1","94730","1448747","1.9","785","6.5","Total, all industries","19","IA"
Kansas,"2012Q1","83346","1312366","1.6","804","7.3","Total, all industries","20","KS"
Kentucky,"2012Q1","108960","1749748","1.8","785","6.4","Total, all industries","21","KY"
Louisiana,"2012Q1","125708","1866325","1.4","836","4.9","Total, all industries","22","LA"
Maine,"2012Q1","49485","561457","0.5","757","4.7","Total, all industries","23","ME"
Maryland,"2012Q1","165230","2489704","1.5","1072","6.1","Total, all industries","24","MD"
Massachusetts,"2012Q1","229465","3186297","2.0","1227","5.7","Total, all industries","25","MA"
Michigan,"2012Q1","242894","3869462","2.7","919","5.4","Total, all industries","26","MI"
Minnesota,"2012Q1","164486","2583146","2.0","990","6.2","Total, all industries","27","MN"
Mississippi,"2012Q1","68383","1084662","0.9","688","6.0","Total, all industries","28","MS"
Missouri,"2012Q1","174985","2591737","1.1","837","6.4","Total, all industries","29","MO"
Montana,"2012Q1","41859","419283","1.8","706","7.8","Total, all industries","30","MT"
Nebraska,"2012Q1","65265","905965","2.2","764","6.0","Total, all industries","31","NE"
Nevada,"2012Q1","71938","1118569","1.4","846","5.5","Total, all industries","32","NV"
New Hampshire,"2012Q1","48108","601862","1.0","923","5.4","Total, all industries","33","NH"
New Jersey,"2012Q1","260787","3739157","1.3","1227","5.8","Total, all industries","34","NJ"
New Mexico,"2012Q1","55223","780258","0.4","783","6.0","Total, all industries","35","NM"
New York,"2012Q1","594493","8476802","1.7","1357","-0.8","Total, all industries","36","NY"
North Carolina,"2012Q1","256451","3873320","1.7","869","5.3","Total, all industries","37","NC"
North Dakota,"2012Q1","28488","397568","9.1","858","14.7","Total, all industries","38","ND"
Ohio,"2012Q1","287564","4970576","2.1","874","6.7","Total, all industries","39","OH"
Oklahoma,"2012Q1","103898","1533499","2.5","804","9.1","Total, all industries","40","OK"
Oregon,"2012Q1","128792","1613631","1.4","864","6.4","Total, all industries","41","OR"
Pennsylvania,"2012Q1","346730","5537377","1.3","959","7.0","Total, all industries","42","PA"
Rhode Island,"2012Q1","34930","441733","0.7","932","8.1","Total, all industries","44","RI"
South Carolina,"2012Q1","110152","1798791","1.8","764","6.0","Total, all industries","45","SC"
South Dakota,"2012Q1","31188","390446","2.1","703","6.7","Total, all industries","46","SD"
Tennessee,"2012Q1","139818","2634427","2.3","847","6.8","Total, all industries","47","TN"
Texas,"2012Q1","593712","10614507","2.7","1012","7.1","Total, all industries","48","TX"
Utah,"2012Q1","83481","1193684","3.2","799","6.1","Total, all industries","49","UT"
Vermont,"2012Q1","24461","297204","1.7","773","4.5","Total, all industries","50","VT"
Virginia,"2012Q1","235677","3585012","1.4","1019","5.3","Total, all industries","51","VA"
Washington,"2012Q1","231962","2826689","1.7","1010","6.7","Total, all industries","53","WA"
West Virginia,"2012Q1","49133","705690","2.4","768","6.2","Total, all industries","54","WV"
Wisconsin,"2012Q1","158080","2641411","1.2","826","6.0","Total, all industries","55","WI"
Wyoming,"2012Q1","25208","271858","2.4","852","5.4","Total, all industries","56","WY"
Puerto Rico,"2012Q1","48995","931256","0.6","521","4.6","Total, all industries","72","PR"
Virgin Islands,"2012Q1","3472","42612","-5.7","723","-1.9","Total, all industries","78","VI"
 
