"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2010Q2","116232","1832379","-0.4","750","2.3","Total, all industries","01","AL"
Alaska,"2010Q2","21287","330730","1.3","917","2.8","Total, all industries","02","AK"
Arizona,"2010Q2","143825","2311700","-1.0","820","1.6","Total, all industries","04","AZ"
Arkansas,"2010Q2","85097","1155282","1.4","685","2.7","Total, all industries","05","AR"
California,"2010Q2","1319021","14617913","-1.2","980","3.4","Total, all industries","06","CA"
Colorado,"2010Q2","172135","2202898","-0.9","870","2.2","Total, all industries","08","CO"
Connecticut,"2010Q2","110951","1618061","-1.0","1075","4.0","Total, all industries","09","CT"
Delaware,"2010Q2","28597","406190","-0.6","874","1.9","Total, all industries","10","DE"
District Of Columbia,"2010Q2","34268","701505","2.3","1505","5.6","Total, all industries","11","DC"
Florida,"2010Q2","595113","7033111","-0.7","782","2.1","Total, all industries","12","FL"
Georgia,"2010Q2","266661","3764803","-1.0","812","2.5","Total, all industries","13","GA"
Hawaii,"2010Q2","38026","586345","-1.5","780","0.6","Total, all industries","15","HI"
Idaho,"2010Q2","54666","616487","-1.4","652","3.2","Total, all industries","16","ID"
Illinois,"2010Q2","377460","5575804","-0.5","910","3.1","Total, all industries","17","IL"
Indiana,"2010Q2","157536","2733995","1.2","733","3.2","Total, all industries","18","IN"
Iowa,"2010Q2","94429","1465955","-0.4","708","3.2","Total, all industries","19","IA"
Kansas,"2010Q2","86734","1314467","-1.2","733","2.1","Total, all industries","20","KS"
Kentucky,"2010Q2","110109","1735902","0.7","743","2.8","Total, all industries","21","KY"
Louisiana,"2010Q2","129796","1846492","-0.3","770","2.3","Total, all industries","22","LA"
Maine,"2010Q2","49037","592073","-0.7","699","2.6","Total, all industries","23","ME"
Maryland,"2010Q2","162714","2501243","0.0","957","2.5","Total, all industries","24","MD"
Massachusetts,"2010Q2","219094","3201726","0.5","1061","3.2","Total, all industries","25","MA"
Michigan,"2010Q2","249049","3829089","0.8","825","1.9","Total, all industries","26","MI"
Minnesota,"2010Q2","162305","2609690","-0.2","868","3.2","Total, all industries","27","MN"
Mississippi,"2010Q2","68981","1086087","0.2","652","2.0","Total, all industries","28","MS"
Missouri,"2010Q2","173220","2610696","-1.2","762","1.7","Total, all industries","29","MO"
Montana,"2010Q2","42191","431857","-0.5","658","3.5","Total, all industries","30","MT"
Nebraska,"2010Q2","59747","910282","-0.2","697","3.4","Total, all industries","31","NE"
Nevada,"2010Q2","72409","1117861","-2.1","796","-0.3","Total, all industries","32","NV"
New Hampshire,"2010Q2","47880","612783","-0.5","867","4.6","Total, all industries","33","NH"
New Jersey,"2010Q2","262818","3847226","-0.4","1029","2.7","Total, all industries","34","NJ"
New Mexico,"2010Q2","54436","792709","-0.7","742","2.5","Total, all industries","35","NM"
New York,"2010Q2","585020","8490375","0.3","1081","5.3","Total, all industries","36","NY"
North Carolina,"2010Q2","251011","3807211","-0.7","764","3.9","Total, all industries","37","NC"
North Dakota,"2010Q2","26016","363960","2.1","711","6.6","Total, all industries","38","ND"
Ohio,"2010Q2","285527","4965843","-0.3","775","2.9","Total, all industries","39","OH"
Oklahoma,"2010Q2","102469","1500351","-0.3","717","3.0","Total, all industries","40","OK"
Oregon,"2010Q2","125373","1626712","-0.5","786","2.5","Total, all industries","41","OR"
Pennsylvania,"2010Q2","337364","5551421","0.5","849","2.4","Total, all industries","42","PA"
Rhode Island,"2010Q2","34928","456815","-0.6","833","3.3","Total, all industries","44","RI"
South Carolina,"2010Q2","110881","1781724","-0.1","710","3.6","Total, all industries","45","SC"
South Dakota,"2010Q2","30835","401599","0.2","632","2.9","Total, all industries","46","SD"
Tennessee,"2010Q2","138932","2582688","0.7","776","3.3","Total, all industries","47","TN"
Texas,"2010Q2","571734","10243875","0.7","865","3.1","Total, all industries","48","TX"
Utah,"2010Q2","82677","1160258","-0.3","733","1.4","Total, all industries","49","UT"
Vermont,"2010Q2","24345","294213","0.0","752","3.7","Total, all industries","50","VT"
Virginia,"2010Q2","229599","3589050","0.1","929","3.3","Total, all industries","51","VA"
Washington,"2010Q2","231212","2859788","-0.9","897","1.9","Total, all industries","53","WA"
West Virginia,"2010Q2","48277","700895","0.5","726","2.3","Total, all industries","54","WV"
Wisconsin,"2010Q2","155223","2686827","-0.2","745","2.3","Total, all industries","55","WI"
Wyoming,"2010Q2","25033","281420","-1.0","790","2.9","Total, all industries","56","WY"
Puerto Rico,"2010Q2","49036","927913","-2.9","493","1.6","Total, all industries","72","PR"
Virgin Islands,"2010Q2","3601","43845","0.7","708","-1.5","Total, all industries","78","VI"
 
