"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2004Q1","113064","1835473","0.9","626","2.3","Total, all industries","01","AL"
Alaska,"2004Q1","19788","284708","0.8","733","3.7","Total, all industries","02","AK"
Arizona,"2004Q1","128590","2343507","2.7","682","4.3","Total, all industries","04","AZ"
Arkansas,"2004Q1","74661","1125567","1.1","563","3.3","Total, all industries","05","AR"
California,"2004Q1","1188522","14788351","0.5","855","4.5","Total, all industries","06","CA"
Colorado,"2004Q1","160383","2108614","0.4","770","3.6","Total, all industries","08","CO"
Connecticut,"2004Q1","108288","1611841","-0.1","1043","6.5","Total, all industries","09","CT"
Delaware,"2004Q1","28461","402918","2.6","844","2.4","Total, all industries","10","DE"
District Of Columbia,"2004Q1","29515","654255","0.7","1225","7.6","Total, all industries","11","DC"
Florida,"2004Q1","514217","7471010","2.3","656","4.1","Total, all industries","12","FL"
Georgia,"2004Q1","245257","3819498","1.5","728","1.8","Total, all industries","13","GA"
Hawaii,"2004Q1","34736","579688","1.9","656","3.1","Total, all industries","15","HI"
Idaho,"2004Q1","48269","570010","1.7","552","2.2","Total, all industries","16","ID"
Illinois,"2004Q1","326298","5615685","-0.4","824","4.2","Total, all industries","17","IL"
Indiana,"2004Q1","153926","2806575","0.6","661","3.0","Total, all industries","18","IN"
Iowa,"2004Q1","91237","1392931","1.0","606","3.9","Total, all industries","19","IA"
Kansas,"2004Q1","80472","1279624","0.1","622","2.5","Total, all industries","20","KS"
Kentucky,"2004Q1","104739","1709883","0.7","624","3.3","Total, all industries","21","KY"
Louisiana,"2004Q1","114617","1863013","0.9","602","3.6","Total, all industries","22","LA"
Maine,"2004Q1","47829","575875","1.0","604","2.7","Total, all industries","23","ME"
Maryland,"2004Q1","152720","2430948","1.3","815","5.2","Total, all industries","24","MD"
Massachusetts,"2004Q1","207157","3090671","-0.4","953","5.9","Total, all industries","25","MA"
Michigan,"2004Q1","254608","4235258","-0.8","771","1.2","Total, all industries","26","MI"
Minnesota,"2004Q1","153936","2526852","-0.2","777","5.0","Total, all industries","27","MN"
Mississippi,"2004Q1","65479","1099178","0.9","533","2.1","Total, all industries","28","MS"
Missouri,"2004Q1","167506","2598052","-0.1","665","2.6","Total, all industries","29","MO"
Montana,"2004Q1","42166","391401","1.8","515","4.7","Total, all industries","30","MT"
Nebraska,"2004Q1","54792","867039","0.6","595","2.8","Total, all industries","31","NE"
Nevada,"2004Q1","62036","1112582","4.7","696","5.1","Total, all industries","32","NV"
New Hampshire,"2004Q1","46526","601933","1.6","725","3.7","Total, all industries","33","NH"
New Jersey,"2004Q1","264359","3831482","0.8","946","3.4","Total, all industries","34","NJ"
New Mexico,"2004Q1","49783","748655","1.7","584","3.4","Total, all industries","35","NM"
New York,"2004Q1","547105","8180425","0.2","1057","8.1","Total, all industries","36","NY"
North Carolina,"2004Q1","227275","3723372","0.7","669","2.8","Total, all industries","37","NC"
North Dakota,"2004Q1","24065","312333","1.6","542","4.4","Total, all industries","38","ND"
Ohio,"2004Q1","290144","5209596","0.0","692","1.8","Total, all industries","39","OH"
Oklahoma,"2004Q1","91844","1418207","0.5","580","3.0","Total, all industries","40","OK"
Oregon,"2004Q1","114092","1556919","0.9","675","3.5","Total, all industries","41","OR"
Pennsylvania,"2004Q1","324275","5425545","0.2","736","3.2","Total, all industries","42","PA"
Rhode Island,"2004Q1","34805","464410","0.8","727","2.0","Total, all industries","44","RI"
South Carolina,"2004Q1","109652","1773894","0.6","596","1.9","Total, all industries","45","SC"
South Dakota,"2004Q1","28150","357922","1.0","531","3.3","Total, all industries","46","SD"
Tennessee,"2004Q1","128185","2618576","1.4","651","3.0","Total, all industries","47","TN"
Texas,"2004Q1","509884","9253474","0.7","737","3.9","Total, all industries","48","TX"
Utah,"2004Q1","73710","1051140","2.3","599","2.4","Total, all industries","49","UT"
Vermont,"2004Q1","24055","294862","1.1","615","2.7","Total, all industries","50","VT"
Virginia,"2004Q1","202267","3442040","2.3","773","4.7","Total, all industries","51","VA"
Washington,"2004Q1","206545","2634748","1.3","748","0.8","Total, all industries","53","WA"
West Virginia,"2004Q1","47433","675945","1.2","569","1.4","Total, all industries","54","WV"
Wisconsin,"2004Q1","158666","2649903","0.6","657","3.0","Total, all industries","55","WI"
Wyoming,"2004Q1","22086","239165","3.4","583","4.1","Total, all industries","56","WY"
Puerto Rico,"2004Q1","51544","1034169","1.3","419","4.2","Total, all industries","72","PR"
Virgin Islands,"2004Q1","3205","43300","2.4","573","-2.4","Total, all industries","78","VI"
 
