"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2003Q3","111574","1826012","-0.5","607","3.1","Total, all industries","01","AL"
Alaska,"2003Q3","19763","308414","1.5","730","3.1","Total, all industries","02","AK"
Arizona,"2003Q3","126696","2275495","1.6","659","3.5","Total, all industries","04","AZ"
Arkansas,"2003Q3","74672","1130055","-0.3","542","3.0","Total, all industries","05","AR"
California,"2003Q3","1159829","14890686","-0.5","798","4.0","Total, all industries","06","CA"
Colorado,"2003Q3","161164","2124168","-1.6","744","4.5","Total, all industries","08","CO"
Connecticut,"2003Q3","108683","1627753","-1.4","870","3.2","Total, all industries","09","CT"
Delaware,"2003Q3","26889","406888","-0.1","753","3.9","Total, all industries","10","DE"
District Of Columbia,"2003Q3","29748","650750","-0.3","1122","5.6","Total, all industries","11","DC"
Florida,"2003Q3","495821","7219690","1.3","627","3.6","Total, all industries","12","FL"
Georgia,"2003Q3","242452","3806061","-0.4","685","2.7","Total, all industries","13","GA"
Hawaii,"2003Q3","37091","568928","1.6","647","3.4","Total, all industries","15","HI"
Idaho,"2003Q3","48170","590389","0.5","547","2.1","Total, all industries","16","ID"
Illinois,"2003Q3","324730","5739038","-1.2","750","2.5","Total, all industries","17","IL"
Indiana,"2003Q3","152305","2848682","-0.7","627","2.1","Total, all industries","18","IN"
Iowa,"2003Q3","90313","1414779","-0.3","580","3.4","Total, all industries","19","IA"
Kansas,"2003Q3","82102","1289482","-1.4","593","2.4","Total, all industries","20","KS"
Kentucky,"2003Q3","105769","1728538","0.1","593","3.0","Total, all industries","21","KY"
Louisiana,"2003Q3","116265","1858714","0.4","579","2.8","Total, all industries","22","LA"
Maine,"2003Q3","47205","604369","0.4","578","3.0","Total, all industries","23","ME"
Maryland,"2003Q3","149463","2450016","0.4","763","4.1","Total, all industries","24","MD"
Massachusetts,"2003Q3","205038","3168036","-1.7","860","3.6","Total, all industries","25","MA"
Michigan,"2003Q3","252138","4357677","-1.8","732","2.7","Total, all industries","26","MI"
Minnesota,"2003Q3","159170","2603466","-0.5","730","4.3","Total, all industries","27","MN"
Mississippi,"2003Q3","64857","1102560","-0.9","521","3.6","Total, all industries","28","MS"
Missouri,"2003Q3","165810","2633120","-0.6","636","2.6","Total, all industries","29","MO"
Montana,"2003Q3","42222","402653","1.1","507","3.5","Total, all industries","30","MT"
Nebraska,"2003Q3","55046","877795","0.1","580","3.0","Total, all industries","31","NE"
Nevada,"2003Q3","58739","1096892","3.7","675","4.5","Total, all industries","32","NV"
New Hampshire,"2003Q3","46504","613697","0.6","689","2.8","Total, all industries","33","NH"
New Jersey,"2003Q3","263718","3885213","0.4","852","3.5","Total, all industries","34","NJ"
New Mexico,"2003Q3","49951","755225","0.9","565","2.7","Total, all industries","35","NM"
New York,"2003Q3","544203","8232569","-0.6","846","2.9","Total, all industries","36","NY"
North Carolina,"2003Q3","225575","3745327","-0.7","628","2.4","Total, all industries","37","NC"
North Dakota,"2003Q3","23878","320815","1.2","527","4.8","Total, all industries","38","ND"
Ohio,"2003Q3","292432","5311052","-1.1","658","1.7","Total, all industries","39","OH"
Oklahoma,"2003Q3","91448","1417299","-1.9","559","3.7","Total, all industries","40","OK"
Oregon,"2003Q3","117062","1588588","-0.9","652","3.0","Total, all industries","41","OR"
Pennsylvania,"2003Q3","323395","5495288","-0.7","692","3.1","Total, all industries","42","PA"
Rhode Island,"2003Q3","34633","481905","1.2","677","3.7","Total, all industries","44","RI"
South Carolina,"2003Q3","106858","1773638","-0.1","580","2.5","Total, all industries","45","SC"
South Dakota,"2003Q3","27932","368051","0.2","513","2.4","Total, all industries","46","SD"
Tennessee,"2003Q3","127618","2617973","-0.1","631","3.8","Total, all industries","47","TN"
Texas,"2003Q3","504070","9227845","-0.7","694","2.4","Total, all industries","48","TX"
Utah,"2003Q3","72385","1048950","0.3","588","2.3","Total, all industries","49","UT"
Vermont,"2003Q3","24074","297625","0.1","599","2.9","Total, all industries","50","VT"
Virginia,"2003Q3","200570","3431191","0.3","724","3.6","Total, all industries","51","VA"
Washington,"2003Q3","223396","2703695","0.3","753","3.7","Total, all industries","53","WA"
West Virginia,"2003Q3","47121","683806","-0.7","532","2.1","Total, all industries","54","WV"
Wisconsin,"2003Q3","156647","2716499","-0.1","623","3.0","Total, all industries","55","WI"
Wyoming,"2003Q3","21958","249974","1.5","562","3.5","Total, all industries","56","WY"
Puerto Rico,"2003Q3","51822","1019644","3.8","405","3.8","Total, all industries","72","PR"
Virgin Islands,"2003Q3","3208","41264","-1.4","566","0.0","Total, all industries","78","VI"
 
