"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2011Q3","116093","1822467","0.4","803","3.7","Total, all industries","01","AL"
Alaska,"2011Q3","21787","341455","2.1","963","4.0","Total, all industries","02","AK"
Arizona,"2011Q3","144507","2384924","1.8","863","5.2","Total, all industries","04","AZ"
Arkansas,"2011Q3","86016","1153505","0.6","715","4.5","Total, all industries","05","AR"
California,"2011Q3","1390094","14696544","1.6","1049","6.6","Total, all industries","06","CA"
Colorado,"2011Q3","171760","2235202","2.3","948","5.6","Total, all industries","08","CO"
Connecticut,"2011Q3","110418","1626449","0.9","1118","4.7","Total, all industries","09","CT"
Delaware,"2011Q3","28002","406919","0.4","949","5.4","Total, all industries","10","DE"
District Of Columbia,"2011Q3","36501","710774","2.5","1524","3.7","Total, all industries","11","DC"
Florida,"2011Q3","593354","7174280","1.8","811","4.1","Total, all industries","12","FL"
Georgia,"2011Q3","265678","3799758","1.3","867","5.3","Total, all industries","13","GA"
Hawaii,"2011Q3","37808","595132","1.5","835","3.9","Total, all industries","15","HI"
Idaho,"2011Q3","53778","623783","1.1","697","4.7","Total, all industries","16","ID"
Illinois,"2011Q3","386677","5629262","1.6","958","4.6","Total, all industries","17","IL"
Indiana,"2011Q3","160280","2799390","2.1","785","5.8","Total, all industries","18","IN"
Iowa,"2011Q3","93804","1470309","1.9","760","5.6","Total, all industries","19","IA"
Kansas,"2011Q3","87623","1311912","1.1","772","5.6","Total, all industries","20","KS"
Kentucky,"2011Q3","108486","1757766","1.7","764","4.8","Total, all industries","21","KY"
Louisiana,"2011Q3","124749","1858398","1.2","820","3.8","Total, all industries","22","LA"
Maine,"2011Q3","49420","595934","1.0","734","2.9","Total, all industries","23","ME"
Maryland,"2011Q3","164061","2497165","1.1","1023","5.9","Total, all industries","24","MD"
Massachusetts,"2011Q3","228664","3232826","1.9","1115","4.2","Total, all industries","25","MA"
Michigan,"2011Q3","244037","3923477","2.4","875","4.3","Total, all industries","26","MI"
Minnesota,"2011Q3","165805","2645162","2.6","915","4.7","Total, all industries","27","MN"
Mississippi,"2011Q3","68847","1082331","0.2","680","4.3","Total, all industries","28","MS"
Missouri,"2011Q3","174778","2611285","0.6","803","5.1","Total, all industries","29","MO"
Montana,"2011Q3","42085","433887","1.3","687","6.2","Total, all industries","30","MT"
Nebraska,"2011Q3","59821","906633","0.6","746","5.5","Total, all industries","31","NE"
Nevada,"2011Q3","71793","1122792","1.4","845","3.8","Total, all industries","32","NV"
New Hampshire,"2011Q3","48296","613753","0.8","902","5.5","Total, all industries","33","NH"
New Jersey,"2011Q3","263528","3768381","0.5","1072","4.6","Total, all industries","34","NJ"
New Mexico,"2011Q3","55249","788836","0.4","779","4.7","Total, all industries","35","NM"
New York,"2011Q3","594582","8510814","1.7","1100","4.1","Total, all industries","36","NY"
North Carolina,"2011Q3","255534","3871149","1.5","808","5.2","Total, all industries","37","NC"
North Dakota,"2011Q3","27636","391476","6.9","820","12.9","Total, all industries","38","ND"
Ohio,"2011Q3","289289","5017429","1.4","834","5.6","Total, all industries","39","OH"
Oklahoma,"2011Q3","103035","1525976","2.3","783","8.0","Total, all industries","40","OK"
Oregon,"2011Q3","128901","1647048","1.5","834","5.6","Total, all industries","41","OR"
Pennsylvania,"2011Q3","345882","5564908","1.1","911","6.1","Total, all industries","42","PA"
Rhode Island,"2011Q3","34956","456890","0.3","872","5.4","Total, all industries","44","RI"
South Carolina,"2011Q3","110447","1790706","1.5","746","4.8","Total, all industries","45","SC"
South Dakota,"2011Q3","31212","398966","1.3","684","3.6","Total, all industries","46","SD"
Tennessee,"2011Q3","138813","2630516","2.1","819","5.3","Total, all industries","47","TN"
Texas,"2011Q3","586234","10485116","2.8","932","6.3","Total, all industries","48","TX"
Utah,"2011Q3","83780","1191571","2.7","780","5.3","Total, all industries","49","UT"
Vermont,"2011Q3","24334","298281","1.2","777","3.2","Total, all industries","50","VT"
Virginia,"2011Q3","232859","3599768","1.5","975","4.8","Total, all industries","51","VA"
Washington,"2011Q3","230086","2901427","1.6","1011","6.1","Total, all industries","53","WA"
West Virginia,"2011Q3","48900","711577","1.7","742","5.8","Total, all industries","54","WV"
Wisconsin,"2011Q3","159180","2700920","1.5","791","5.5","Total, all industries","55","WI"
Wyoming,"2011Q3","25202","284575","1.8","832","5.1","Total, all industries","56","WY"
Puerto Rico,"2011Q3","50777","913806","0.2","506","1.2","Total, all industries","72","PR"
Virgin Islands,"2011Q3","3581","42804","-1.3","719","-5.0","Total, all industries","78","VI"
 
