"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2009Q2","117312","1839326","-6.0","733","1.8","Total, all industries","01","AL"
Alaska,"2009Q2","21146","326557","-1.3","892","3.7","Total, all industries","02","AK"
Arizona,"2009Q2","148602","2335150","-8.2","807","0.1","Total, all industries","04","AZ"
Arkansas,"2009Q2","85396","1139688","-3.9","667","0.9","Total, all industries","05","AR"
California,"2009Q2","1327226","14801557","-6.0","948","-0.7","Total, all industries","06","CA"
Colorado,"2009Q2","176074","2222225","-5.3","851","-0.8","Total, all industries","08","CO"
Connecticut,"2009Q2","112082","1635176","-4.9","1034","-0.3","Total, all industries","09","CT"
Delaware,"2009Q2","29220","408533","-5.2","858","-0.3","Total, all industries","10","DE"
District Of Columbia,"2009Q2","33663","685436","-0.9","1425","-0.6","Total, all industries","11","DC"
Florida,"2009Q2","590383","7084356","-6.8","766","0.4","Total, all industries","12","FL"
Georgia,"2009Q2","270247","3802111","-6.3","792","0.8","Total, all industries","13","GA"
Hawaii,"2009Q2","38649","595191","-4.8","775","1.6","Total, all industries","15","HI"
Idaho,"2009Q2","56056","625416","-6.8","632","-0.6","Total, all industries","16","ID"
Illinois,"2009Q2","373779","5606372","-5.5","883","-1.1","Total, all industries","17","IL"
Indiana,"2009Q2","160009","2701663","-7.0","710","-0.7","Total, all industries","18","IN"
Iowa,"2009Q2","94397","1472336","-3.3","686","0.4","Total, all industries","19","IA"
Kansas,"2009Q2","87290","1330014","-4.2","718","-0.3","Total, all industries","20","KS"
Kentucky,"2009Q2","106819","1723815","-5.2","723","0.7","Total, all industries","21","KY"
Louisiana,"2009Q2","123955","1851834","-2.5","753","0.3","Total, all industries","22","LA"
Maine,"2009Q2","50139","596114","-4.0","681","0.7","Total, all industries","23","ME"
Maryland,"2009Q2","165222","2501945","-2.9","934","1.5","Total, all industries","24","MD"
Massachusetts,"2009Q2","212965","3186437","-4.0","1028","-1.5","Total, all industries","25","MA"
Michigan,"2009Q2","255698","3797426","-8.8","810","-1.7","Total, all industries","26","MI"
Minnesota,"2009Q2","165289","2613698","-4.5","841","-0.9","Total, all industries","27","MN"
Mississippi,"2009Q2","70203","1083450","-4.9","639","0.6","Total, all industries","28","MS"
Missouri,"2009Q2","172858","2641511","-4.4","749","-0.5","Total, all industries","29","MO"
Montana,"2009Q2","42636","434168","-3.5","636","1.0","Total, all industries","30","MT"
Nebraska,"2009Q2","59693","911951","-2.5","674","-0.3","Total, all industries","31","NE"
Nevada,"2009Q2","75832","1141564","-10.3","798","0.3","Total, all industries","32","NV"
New Hampshire,"2009Q2","48606","615730","-4.2","829","-0.7","Total, all industries","33","NH"
New Jersey,"2009Q2","265305","3863289","-4.6","1002","-0.2","Total, all industries","34","NJ"
New Mexico,"2009Q2","53521","798651","-4.6","724","1.0","Total, all industries","35","NM"
New York,"2009Q2","581607","8463014","-3.4","1027","-1.3","Total, all industries","36","NY"
North Carolina,"2009Q2","252155","3833748","-5.8","735","-0.1","Total, all industries","37","NC"
North Dakota,"2009Q2","25792","356403","0.0","667","1.8","Total, all industries","38","ND"
Ohio,"2009Q2","290081","4978847","-6.4","753","-0.4","Total, all industries","39","OH"
Oklahoma,"2009Q2","100902","1504146","-3.4","696","-0.9","Total, all industries","40","OK"
Oregon,"2009Q2","125481","1634348","-6.4","767","0.4","Total, all industries","41","OR"
Pennsylvania,"2009Q2","339466","5521290","-3.9","829","0.2","Total, all industries","42","PA"
Rhode Island,"2009Q2","35283","459429","-4.6","806","1.3","Total, all industries","44","RI"
South Carolina,"2009Q2","113643","1782799","-6.7","685","0.6","Total, all industries","45","SC"
South Dakota,"2009Q2","30813","400875","-2.0","614","1.3","Total, all industries","46","SD"
Tennessee,"2009Q2","140990","2565095","-6.8","751","0.8","Total, all industries","47","TN"
Texas,"2009Q2","566664","10170868","-3.2","839","-1.2","Total, all industries","48","TX"
Utah,"2009Q2","85071","1163657","-5.7","723","1.0","Total, all industries","49","UT"
Vermont,"2009Q2","24627","294221","-3.9","725","1.0","Total, all industries","50","VT"
Virginia,"2009Q2","229310","3586616","-3.6","899","1.6","Total, all industries","51","VA"
Washington,"2009Q2","222431","2885479","-4.0","880","2.1","Total, all industries","53","WA"
West Virginia,"2009Q2","48325","697589","-2.5","710","2.2","Total, all industries","54","WV"
Wisconsin,"2009Q2","156614","2692848","-5.2","728","-0.1","Total, all industries","55","WI"
Wyoming,"2009Q2","25135","284167","-4.4","768","-1.5","Total, all industries","56","WY"
Puerto Rico,"2009Q2","52323","955636","-4.5","485","2.5","Total, all industries","72","PR"
Virgin Islands,"2009Q2","3577","43544","-5.3","719","2.3","Total, all industries","78","VI"
 
