"Area Name","Period","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2001Q3","113730","1853766","","568","","Total, all industries","01","AL"
Alaska,"2001Q3","19433","300062","","692","","Total, all industries","02","AK"
Arizona,"2001Q3","119522","2241237","","629","","Total, all industries","04","AZ"
Arkansas,"2001Q3","73030","1136938","","510","","Total, all industries","05","AR"
California,"2001Q3","1075487","15036500","","758","","Total, all industries","06","CA"
Colorado,"2001Q3","155440","2202513","","705","","Total, all industries","08","CO"
Connecticut,"2001Q3","108499","1670255","","830","","Total, all industries","09","CT"
Delaware,"2001Q3","25247","406831","","709","","Total, all industries","10","DE"
District Of Columbia,"2001Q3","28389","639458","","1021","","Total, all industries","11","DC"
Florida,"2001Q3","456223","7115960","","587","","Total, all industries","12","FL"
Georgia,"2001Q3","231980","3879226","","656","","Total, all industries","13","GA"
Hawaii,"2001Q3","35474","558910","","597","","Total, all industries","15","HI"
Idaho,"2001Q3","46626","585390","","527","","Total, all industries","16","ID"
Illinois,"2001Q3","319662","5902001","","719","","Total, all industries","17","IL"
Indiana,"2001Q3","151717","2892020","","594","","Total, all industries","18","IN"
Iowa,"2001Q3","88247","1434576","","545","","Total, all industries","19","IA"
Kansas,"2001Q3","80479","1322178","","570","","Total, all industries","20","KS"
Kentucky,"2001Q3","108594","1737481","","561","","Total, all industries","21","KY"
Louisiana,"2001Q3","114679","1874714","","547","","Total, all industries","22","LA"
Maine,"2001Q3","46575","603699","","541","","Total, all industries","23","ME"
Maryland,"2001Q3","146024","2429291","","714","","Total, all industries","24","MD"
Massachusetts,"2001Q3","192512","3284042","","823","","Total, all industries","25","MA"
Michigan,"2001Q3","259011","4494000","","692","","Total, all industries","26","MI"
Minnesota,"2001Q3","156281","2622180","","677","","Total, all industries","27","MN"
Mississippi,"2001Q3","62912","1114802","","485","","Total, all industries","28","MS"
Missouri,"2001Q3","163317","2662480","","605","","Total, all industries","29","MO"
Montana,"2001Q3","40869","393212","","472","","Total, all industries","30","MT"
Nebraska,"2001Q3","53040","884671","","538","","Total, all industries","31","NE"
Nevada,"2001Q3","49922","1056953","","632","","Total, all industries","32","NV"
New Hampshire,"2001Q3","46217","611883","","651","","Total, all industries","33","NH"
New Jersey,"2001Q3","250225","3892672","","805","","Total, all industries","34","NJ"
New Mexico,"2001Q3","48488","738564","","537","","Total, all industries","35","NM"
New York,"2001Q3","542092","8374668","","812","","Total, all industries","36","NY"
North Carolina,"2001Q3","224792","3801729","","596","","Total, all industries","37","NC"
North Dakota,"2001Q3","23371","316254","","489","","Total, all industries","38","ND"
Ohio,"2001Q3","286214","5437119","","625","","Total, all industries","39","OH"
Oklahoma,"2001Q3","91069","1471972","","522","","Total, all industries","40","OK"
Oregon,"2001Q3","111675","1611072","","622","","Total, all industries","41","OR"
Pennsylvania,"2001Q3","332361","5565142","","654","","Total, all industries","42","PA"
Rhode Island,"2001Q3","33703","474558","","625","","Total, all industries","44","RI"
South Carolina,"2001Q3","116323","1788495","","551","","Total, all industries","45","SC"
South Dakota,"2001Q3","27414","367385","","484","","Total, all industries","46","SD"
Tennessee,"2001Q3","125289","2633782","","592","","Total, all industries","47","TN"
Texas,"2001Q3","495341","9364995","","668","","Total, all industries","48","TX"
Utah,"2001Q3","69270","1056822","","565","","Total, all industries","49","UT"
Vermont,"2001Q3","24308","299607","","566","","Total, all industries","50","VT"
Virginia,"2001Q3","196388","3444908","","677","","Total, all industries","51","VA"
Washington,"2001Q3","223666","2732430","","704","","Total, all industries","53","WA"
West Virginia,"2001Q3","46658","690565","","510","","Total, all industries","54","WV"
Wisconsin,"2001Q3","148738","2733733","","586","","Total, all industries","55","WI"
Wyoming,"2001Q3","21483","243883","","528","","Total, all industries","56","WY"
Puerto Rico,"2001Q3","51573","995499","","368","","Total, all industries","72","PR"
Virgin Islands,"2001Q3","3243","43433","","546","","Total, all industries","78","VI"
 
