ASN00045025,19990727,TMAX,213,,,a,
ASN00045025,19990728,TMAX,215,,,a,
ASN00045025,19990729,TMAX,231,,,a,
ASN00045025,19990730,TMAX,251,,,a,
ASN00045025,19990731,TMAX,210,,,a,
ASN00045025,19990727,TMIN,67,,,a,
ASN00045025,19990728,TMIN,50,,,a,
ASN00045025,19990729,TMIN,97,,,a,
ASN00045025,19990730,TMIN,99,,,a,
ASN00045025,19990731,TMIN,126,,,a,
ASN00045025,19990721,PRCP,0,,,a,
ASN00045025,19990722,PRCP,0,,,a,
ASN00045025,19990723,PRCP,0,,,a,
ASN00045025,19990724,PRCP,0,,,a,
ASN00045025,19990725,PRCP,0,,,a,
ASN00045025,19990726,PRCP,0,,,a,
ASN00045025,19990727,PRCP,0,,,a,
ASN00045025,19990728,PRCP,0,,,a,
ASN00045025,19990729,PRCP,0,,,a,
ASN00045025,19990730,PRCP,0,,,a,
ASN00045025,19990731,PRCP,0,,,a,
ASN00045025,19990801,TMAX,183,,,a,
ASN00045025,19990802,TMAX,202,,,a,
ASN00045025,19990803,TMAX,209,,,a,
ASN00045025,19990804,TMAX,212,,,a,
ASN00045025,19990805,TMAX,218,,,a,
ASN00045025,19990806,TMAX,224,,,a,
ASN00045025,19990807,TMAX,245,,,a,
ASN00045025,19990808,TMAX,245,,,a,
ASN00045025,19990809,TMAX,195,,,a,
ASN00045025,19990810,TMAX,213,,,a,
ASN00045025,19990811,TMAX,253,,,a,
ASN00045025,19990812,TMAX,285,,,a,
ASN00045025,19990813,TMAX,193,,,a,
ASN00045025,19990814,TMAX,182,,,a,
ASN00045025,19990815,TMAX,186,,,a,
ASN00045025,19990816,TMAX,191,,,a,
ASN00045025,19990817,TMAX,213,,,a,
ASN00045025,19990818,TMAX,252,,,a,
ASN00045025,19990819,TMAX,276,,,a,
ASN00045025,19990820,TMAX,291,,,a,
ASN00045025,19990821,TMAX,265,,,a,
ASN00045025,19990822,TMAX,250,,,a,
ASN00045025,19990823,TMAX,274,,,a,
ASN00045025,19990824,TMAX,263,,,a,
ASN00045025,19990825,TMAX,285,,,a,
ASN00045025,19990826,TMAX,267,,,a,
ASN00045025,19990827,TMAX,219,,,a,
ASN00045025,19990828,TMAX,218,,,a,
ASN00045025,19990829,TMAX,223,,,a,
ASN00045025,19990830,TMAX,267,,,a,
ASN00045025,19990831,TMAX,282,,,a,
ASN00045025,19990801,TMIN,75,,,a,
ASN00045025,19990802,TMIN,53,,,a,
ASN00045025,19990803,TMIN,67,,,a,
ASN00045025,19990804,TMIN,68,,,a,
ASN00045025,19990805,TMIN,108,,,a,
