ASM00094275,19751003,TAVG,315,H,,S,
ASM00094275,19751105,TAVG,299,H,,S,
ASM00094275,19751110,TAVG,280,H,,S,
ASM00094275,19751112,TAVG,269,H,,S,
ASM00094275,19751117,TAVG,297,H,,S,
ASM00094275,19751120,TAVG,288,H,,S,
ASM00094275,19751121,TAVG,290,H,,S,
ASM00094275,19751123,TAVG,316,H,,S,
ASM00094275,19751127,TAVG,282,H,,S,
ASM00094275,19751209,TAVG,268,H,,S,
ASM00094275,19751211,TAVG,279,H,,S,
ASM00094275,19751216,TAVG,313,H,,S,
ASM00094275,19751221,TAVG,277,H,,S,
ASM00094275,19751225,TAVG,282,H,,S,
ASM00094275,19751226,TAVG,277,H,,S,
ASM00094275,19751229,TAVG,252,H,,S,
ASM00094275,19751230,TAVG,283,H,,S,
ASM00094275,19751231,TAVG,288,H,,S,
ASM00094275,19760102,TAVG,250,H,,S,
ASM00094275,19760104,TAVG,229,H,,S,
ASM00094275,19760107,TAVG,242,H,,S,
ASM00094275,19760109,TAVG,275,H,,S,
ASM00094275,19760110,TAVG,285,H,,S,
ASM00094275,19760111,TAVG,284,H,,S,
ASM00094275,19760114,TAVG,268,H,,S,
ASM00094275,19760122,TAVG,270,H,,S,
ASM00094275,19760123,TAVG,260,H,,S,
ASM00094275,19760125,TAVG,286,H,,S,
ASM00094275,19760126,TAVG,279,H,,S,
ASM00094275,19760129,TAVG,272,H,,S,
ASM00094275,19760201,TAVG,258,H,,S,
ASM00094275,19760204,TAVG,245,H,,S,
ASM00094275,19760208,TAVG,273,H,,S,
ASM00094275,19760211,TAVG,249,H,,S,
ASM00094275,19760212,TAVG,240,H,,S,
ASM00094275,19760213,TAVG,252,H,,S,
ASM00094275,19760219,TAVG,273,H,,S,
ASM00094275,19760222,TAVG,275,H,,S,
ASM00094275,19760226,TAVG,284,H,,S,
ASM00094275,19760227,TAVG,288,H,,S,
ASM00094275,19760229,TAVG,268,H,,S,
ASM00094275,19760308,TAVG,268,H,,S,
ASM00094275,19760310,TAVG,278,H,,S,
ASM00094275,19760311,TAVG,284,H,,S,
ASM00094275,19760314,TAVG,278,H,,S,
ASM00094275,19760316,TAVG,278,H,,S,
ASM00094275,19760324,TAVG,235,H,,S,
ASM00094275,19760325,TAVG,261,H,,S,
ASM00094275,19760330,TAVG,270,H,,S,
ASM00094275,19760331,TAVG,265,H,,S,
ASM00094275,19760405,TAVG,267,H,,S,
ASM00094275,19760406,TAVG,248,H,,S,
ASM00094275,19760407,TAVG,259,H,,S,
ASM00094275,19760411,TAVG,243,H,,S,
ASM00094275,19760414,TAVG,238,H,,S,
ASM00094275,19760415,TAVG,218,H,,S,
ASM00094275,19760416,TAVG,254,H,,S,
ASM00094275,19760419,TAVG,240,H,,S,
ASM00094275,19760420,TAVG,218,H,,S,
ASM00094275,19760422,TAVG,242,H,,S,
ASM00094275,19760423,TAVG,220,H,,S,
ASM00094275,19760428,TAVG,240,H,,S,
ASM00094275,19760429,TAVG,238,H,,S,
ASM00094275,19760430,TAVG,233,H,,S,
ASM00094275,19760501,TAVG,257,H,,S,
ASM00094275,19760502,TAVG,240,H,,S,
ASM00094275,19760503,TAVG,243,H,,S,
ASM00094275,19760508,TAVG,243,H,,S,
ASM00094275,19760511,TAVG,227,H,,S,
ASM00094275,19760512,TAVG,235,H,,S,
ASM00094275,19760513,TAVG,238,H,,S,
ASM00094275,19760517,TAVG,218,H,,S,
ASM00094275,19760518,TAVG,213,H,,S,
ASM00094275,19760521,TAVG,188,H,,S,
ASM00094275,19760524,TAVG,218,H,,S,
ASM00094275,19760527,TAVG,252,H,,S,
ASM00094275,19760529,TAVG,218,H,,S,
ASM00094275,19760530,TAVG,230,H,,S,
ASM00094275,19760531,TAVG,277,H,,S,
ASM00094275,19760601,TAVG,255,H,,S,
ASM00094275,19760602,TAVG,261,H,,S,
ASM00094275,19760605,TAVG,202,H,,S,
ASM00094275,19760607,TAVG,200,H,,S,
ASM00094275,19760611,TAVG,223,H,,S,
ASM00094275,19760612,TAVG,226,H,,S,
ASM00094275,19760613,TAVG,220,H,,S,
ASM00094275,19760614,TAVG,213,H,,S,
ASM00094275,19760616,TAVG,168,H,,S,
ASM00094275,19760622,TAVG,149,H,,S,
ASM00094275,19760623,TAVG,160,H,,S,
ASM00094275,19760627,TAVG,220,H,,S,
ASM00094275,19760701,TAVG,190,H,,S,
ASM00094275,19760702,TAVG,189,H,,S,
ASM00094275,19760703,TAVG,190,H,,S,
ASM00094275,19760706,TAVG,185,H,,S,
ASM00094275,19760707,TAVG,182,H,,S,
ASM00094275,19760708,TAVG,188,H,,S,
ASM00094275,19760711,TAVG,205,H,,S,
ASM00094275,19760712,TAVG,230,H,,S,
ASM00094275,19760715,TAVG,159,H,,S,
ASM00094275,19760716,TAVG,164,H,,S,
ASM00094275,19760722,TAVG,195,H,,S,
ASM00094275,19760723,TAVG,205,H,,S,
ASM00094275,19760725,TAVG,204,H,,S,
ASM00094275,19760726,TAVG,202,H,,S,
ASM00094275,19760728,TAVG,235,H,,S,
ASM00094275,19760729,TAVG,220,H,,S,
ASM00094275,19760730,TAVG,220,H,,S,
ASM00094275,19760808,TAVG,170,H,,S,
ASM00094275,19760810,TAVG,182,H,,S,
ASM00094275,19760815,TAVG,189,H,,S,
ASM00094275,19760820,TAVG,216,H,,S,
ASM00094275,19760821,TAVG,228,H,,S,
ASM00094275,19760824,TAVG,225,H,,S,
ASM00094275,19760827,TAVG,248,H,,S,
ASM00094275,19760830,TAVG,254,H,,S,
ASM00094275,19760831,TAVG,256,H,,S,
ASM00094275,19760901,TAVG,260,H,,S,
ASM00094275,19760902,TAVG,258,H,,S,
ASM00094275,19760903,TAVG,233,H,,S,
ASM00094275,19760905,TAVG,233,H,,S,
ASM00094275,19760908,TAVG,229,H,,S,
ASM00094275,19760909,TAVG,227,H,,S,
ASM00094275,19760910,TAVG,202,H,,S,
ASM00094275,19760912,TAVG,195,H,,S,
ASM00094275,19760914,TAVG,227,H,,S,
ASM00094275,19760915,TAVG,230,H,,S,
ASM00094275,19760917,TAVG,233,H,,S,
ASM00094275,19760919,TAVG,221,H,,S,
ASM00094275,19760921,TAVG,251,H,,S,
ASM00094275,19760922,TAVG,259,H,,S,
ASM00094275,19760925,TAVG,235,H,,S,
ASM00094275,19760926,TAVG,227,H,,S,
ASM00094275,19760929,TAVG,254,H,,S,
ASM00094275,19761004,TAVG,267,H,,S,
ASM00094275,19761006,TAVG,285,H,,S,
ASM00094275,19761009,TAVG,233,H,,S,
ASM00094275,19761010,TAVG,235,H,,S,
ASM00094275,19761011,TAVG,258,H,,S,
ASM00094275,19761022,TAVG,271,H,,S,
ASM00094275,19761028,TAVG,286,H,,S,
ASM00094275,19761029,TAVG,298,H,,S,
ASM00094275,19761031,TAVG,278,H,,S,
ASM00094275,19761102,TAVG,302,H,,S,
ASM00094275,19761106,TAVG,296,H,,S,
ASM00094275,19761114,TAVG,295,H,,S,
ASM00094275,19761124,TAVG,299,H,,S,
ASM00094275,19761125,TAVG,323,H,,S,
ASM00094275,19761129,TAVG,295,H,,S,
ASM00094275,19761203,TAVG,312,H,,S,
ASM00094275,19761205,TAVG,313,H,,S,
ASM00094275,19761215,TAVG,293,H,,S,
ASM00094275,19761216,TAVG,298,H,,S,
ASM00094275,19761219,TAVG,262,H,,S,
ASM00094275,19761220,TAVG,248,H,,S,
ASM00094275,19761226,TAVG,281,H,,S,
ASM00094275,19761227,TAVG,304,H,,S,
ASM00094275,19770104,TAVG,278,H,,S,
ASM00094275,19770108,TAVG,294,H,,S,
ASM00094275,19770109,TAVG,285,H,,S,
ASM00094275,19770111,TAVG,290,H,,S,
ASM00094275,19770112,TAVG,308,H,,S,
ASM00094275,19770113,TAVG,302,H,,S,
ASM00094275,19770114,TAVG,303,H,,S,
ASM00094275,19770119,TAVG,300,H,,S,
ASM00094275,19770126,TAVG,258,H,,S,
ASM00094275,19770127,TAVG,265,H,,S,
ASM00094275,19770129,TAVG,290,H,,S,
ASM00094275,19770130,TAVG,294,H,,S,
ASM00094275,19770131,TAVG,275,H,,S,
ASM00094275,19770202,TAVG,265,H,,S,
ASM00094275,19770204,TAVG,268,H,,S,
ASM00094275,19770205,TAVG,265,H,,S,
ASM00094275,19770206,TAVG,262,H,,S,
ASM00094275,19770207,TAVG,269,H,,S,
ASM00094275,19770209,TAVG,283,H,,S,
ASM00094275,19770212,TAVG,270,H,,S,
ASM00094275,19770213,TAVG,260,H,,S,
ASM00094275,19770216,TAVG,268,H,,S,
ASM00094275,19770218,TAVG,277,H,,S,
ASM00094275,19770219,TAVG,269,H,,S,
ASM00094275,19770220,TAVG,255,H,,S,
ASM00094275,19770221,TAVG,260,H,,S,
ASM00094275,19770222,TAVG,283,H,,S,
