ASN00039083,19390501,PRCP,0,,,a,
ASN00039083,19390502,PRCP,0,,,a,
ASN00039083,19390503,PRCP,0,,,a,
ASN00039083,19390504,PRCP,0,,,a,
ASN00039083,19390505,PRCP,0,,,a,
ASN00039083,19390506,PRCP,0,,,a,
ASN00039083,19390507,PRCP,0,,,a,
ASN00039083,19390508,PRCP,0,,,a,
ASN00039083,19390509,PRCP,0,,,a,
ASN00039083,19390510,PRCP,0,,,a,
ASN00039083,19390511,PRCP,0,,,a,
ASN00039083,19390512,PRCP,5,,,a,
ASN00039083,19390513,PRCP,0,,,a,
ASN00039083,19390514,PRCP,74,,,a,
ASN00039083,19390515,PRCP,13,,,a,
ASN00039083,19390516,PRCP,94,,,a,
ASN00039083,19390517,PRCP,0,,,a,
ASN00039083,19390518,PRCP,3,,,a,
ASN00039083,19390519,PRCP,0,,,a,
ASN00039083,19390520,PRCP,3,,,a,
ASN00039083,19390521,PRCP,3,,,a,
ASN00039083,19390522,PRCP,5,,,a,
ASN00039083,19390523,PRCP,3,,,a,
ASN00039083,19390524,PRCP,0,,,a,
ASN00039083,19390525,PRCP,0,,,a,
ASN00039083,19390526,PRCP,0,,,a,
ASN00039083,19390527,PRCP,0,,,a,
ASN00039083,19390528,PRCP,155,,,a,
ASN00039083,19390529,PRCP,0,,,a,
ASN00039083,19390530,PRCP,13,,,a,
ASN00039083,19390531,PRCP,0,,,a,
ASN00039083,19390601,PRCP,198,,,a,
ASN00039083,19390602,PRCP,10,,,a,
ASN00039083,19390603,PRCP,0,,,a,
ASN00039083,19390604,PRCP,0,,,a,
ASN00039083,19390605,PRCP,18,,,a,
ASN00039083,19390606,PRCP,0,,,a,
ASN00039083,19390607,PRCP,0,,,a,
ASN00039083,19390608,PRCP,0,,,a,
ASN00039083,19390609,PRCP,0,,,a,
ASN00039083,19390610,PRCP,0,,,a,
ASN00039083,19390611,PRCP,0,,,a,
ASN00039083,19390612,PRCP,0,,,a,
ASN00039083,19390613,PRCP,8,,,a,
