ASN00010301,19870201,PRCP,0,,,a,
ASN00010301,19870202,PRCP,0,,,a,
ASN00010301,19870203,PRCP,0,,,a,
ASN00010301,19870204,PRCP,0,,,a,
ASN00010301,19870205,PRCP,0,,,a,
ASN00010301,19870206,PRCP,0,,,a,
ASN00010301,19870207,PRCP,0,,,a,
ASN00010301,19870208,PRCP,0,,,a,
ASN00010301,19870209,PRCP,0,,,a,
ASN00010301,19870210,PRCP,0,,,a,
ASN00010301,19870211,PRCP,0,,,a,
ASN00010301,19870212,PRCP,0,,,a,
ASN00010301,19870213,PRCP,0,,,a,
ASN00010301,19870214,PRCP,0,,,a,
ASN00010301,19870215,PRCP,0,,,a,
ASN00010301,19870216,PRCP,0,,,a,
ASN00010301,19870217,PRCP,0,,,a,
ASN00010301,19870218,PRCP,0,,,a,
ASN00010301,19870219,PRCP,0,,,a,
ASN00010301,19870220,PRCP,0,,,a,
ASN00010301,19870221,PRCP,0,,,a,
ASN00010301,19870222,PRCP,0,,,a,
ASN00010301,19870223,PRCP,0,,,a,
ASN00010301,19870224,PRCP,0,,,a,
ASN00010301,19870225,PRCP,0,,,a,
ASN00010301,19870226,PRCP,0,,,a,
ASN00010301,19870227,PRCP,0,,,a,
ASN00010301,19870228,PRCP,0,,,a,
ASN00010301,19870301,PRCP,0,,,a,
ASN00010301,19870302,PRCP,0,,,a,
ASN00010301,19870303,PRCP,0,,,a,
ASN00010301,19870304,PRCP,0,,,a,
ASN00010301,19870305,PRCP,0,,,a,
ASN00010301,19870306,PRCP,0,,,a,
ASN00010301,19870307,PRCP,0,,,a,
ASN00010301,19870308,PRCP,0,,,a,
ASN00010301,19870309,PRCP,0,,,a,
ASN00010301,19870310,PRCP,0,,,a,
ASN00010301,19870311,PRCP,0,,,a,
ASN00010301,19870312,PRCP,2,,,a,
ASN00010301,19870313,PRCP,0,,,a,
ASN00010301,19870314,PRCP,0,,,a,
ASN00010301,19870315,PRCP,0,,,a,
ASN00010301,19870316,PRCP,0,,,a,
ASN00010301,19870317,PRCP,70,,,a,
ASN00010301,19870318,PRCP,0,,,a,
ASN00010301,19870319,PRCP,0,,,a,
ASN00010301,19870320,PRCP,0,,,a,
ASN00010301,19870321,PRCP,0,,,a,
ASN00010301,19870322,PRCP,56,,,a,
ASN00010301,19870323,PRCP,0,,,a,
ASN00010301,19870324,PRCP,8,,,a,
ASN00010301,19870325,PRCP,0,,,a,
ASN00010301,19870326,PRCP,0,,,a,
ASN00010301,19870327,PRCP,0,,,a,
ASN00010301,19870328,PRCP,0,,,a,
ASN00010301,19870329,PRCP,0,,,a,
ASN00010301,19870330,PRCP,12,,,a,
ASN00010301,19870331,PRCP,4,,,a,
ASN00010301,19870401,PRCP,0,,,a,
ASN00010301,19870402,PRCP,0,,,a,
ASN00010301,19870403,PRCP,0,,,a,
ASN00010301,19870404,PRCP,0,,,a,
ASN00010301,19870405,PRCP,0,,,a,
ASN00010301,19870406,PRCP,0,,,a,
ASN00010301,19870407,PRCP,14,,,a,
ASN00010301,19870408,PRCP,58,,,a,
ASN00010301,19870409,PRCP,0,,,a,
ASN00010301,19870410,PRCP,0,,,a,
ASN00010301,19870411,PRCP,58,,,a,
ASN00010301,19870412,PRCP,0,,,a,
ASN00010301,19870413,PRCP,0,,,a,
ASN00010301,19870414,PRCP,0,,,a,
ASN00010301,19870415,PRCP,0,,,a,
ASN00010301,19870416,PRCP,0,,,a,
ASN00010301,19870417,PRCP,0,,,a,
