ASM00095997,19980301,TAVG,39,H,,S,
ASM00095997,19980302,TAVG,43,H,,S,
ASM00095997,19980303,TAVG,35,H,,S,
ASM00095997,19980304,TAVG,36,H,,S,
ASM00095997,19980305,TAVG,43,H,,S,
ASM00095997,19980306,TAVG,39,H,,S,
ASM00095997,19980307,TAVG,49,H,,S,
ASM00095997,19980308,TAVG,72,H,,S,
ASM00095997,19980309,TAVG,51,H,,S,
ASM00095997,19980310,TAVG,82,H,,S,
ASM00095997,19980312,TAVG,47,H,,S,
ASM00095997,19980313,TAVG,39,H,,S,
ASM00095997,19980315,TAVG,25,H,,S,
ASM00095997,19980316,TAVG,26,H,,S,
ASM00095997,19980317,TAVG,34,H,,S,
ASM00095997,19980318,TAVG,66,H,,S,
ASM00095997,19980319,TAVG,39,H,,S,
ASM00095997,19980320,TAVG,45,H,,S,
ASM00095997,19980321,TAVG,68,H,,S,
ASM00095997,19980323,TAVG,43,H,,S,
ASM00095997,19980324,TAVG,49,H,,S,
ASM00095997,19980326,TAVG,46,H,,S,
ASM00095997,19980327,TAVG,47,H,,S,
ASM00095997,19980328,TAVG,32,H,,S,
ASM00095997,19980329,TAVG,39,H,,S,
ASM00095997,19980330,TAVG,24,H,,S,
ASM00095997,19980331,TAVG,34,H,,S,
ASM00095997,19980401,TAVG,67,H,,S,
ASM00095997,19980403,TAVG,23,H,,S,
ASM00095997,19980404,TAVG,36,H,,S,
ASM00095997,19980408,TAVG,63,H,,S,
ASM00095997,19980409,TAVG,49,H,,S,
ASM00095997,19980410,TAVG,57,H,,S,
ASM00095997,19980411,TAVG,68,H,,S,
ASM00095997,19980414,TAVG,35,H,,S,
ASM00095997,19980415,TAVG,10,H,,S,
ASM00095997,19980416,TAVG,18,H,,S,
ASM00095997,19980420,TAVG,36,H,,S,
ASM00095997,19980421,TAVG,46,H,,S,
ASM00095997,19980422,TAVG,46,H,,S,
ASM00095997,19980423,TAVG,38,H,,S,
ASM00095997,19980424,TAVG,37,H,,S,
ASM00095997,19980425,TAVG,29,H,,S,
ASM00095997,19980428,TAVG,72,H,,S,
ASM00095997,19980429,TAVG,42,H,,S,
ASM00095997,19980430,TAVG,33,H,,S,
ASM00095997,19980505,TAVG,44,H,,S,
ASM00095997,19980506,TAVG,27,H,,S,
ASM00095997,19980508,TAVG,31,H,,S,
ASM00095997,19980509,TAVG,18,H,,S,
ASM00095997,19980510,TAVG,13,H,,S,
ASM00095997,19980512,TAVG,4,H,,S,
ASM00095997,19980514,TAVG,-19,H,,S,
ASM00095997,19980516,TAVG,12,H,,S,
ASM00095997,19980518,TAVG,2,H,,S,
ASM00095997,19980519,TAVG,9,H,,S,
ASM00095997,19980520,TAVG,29,H,,S,
ASM00095997,19980523,TAVG,34,H,,S,
ASM00095997,19980524,TAVG,31,H,,S,
ASM00095997,19980525,TAVG,20,H,,S,
ASM00095997,19980527,TAVG,14,H,,S,
ASM00095997,19980528,TAVG,16,H,,S,
ASM00095997,19980529,TAVG,25,H,,S,
ASM00095997,19980531,TAVG,25,H,,S,
ASM00095997,19980601,TAVG,14,H,,S,
ASM00095997,19980602,TAVG,-4,H,,S,
ASM00095997,19980603,TAVG,4,H,,S,
ASM00095997,19980604,TAVG,4,H,,S,
ASM00095997,19980605,TAVG,7,H,,S,
ASM00095997,19980606,TAVG,11,H,,S,
ASM00095997,19980607,TAVG,22,H,,S,
ASM00095997,19980608,TAVG,37,H,,S,
ASM00095997,19980609,TAVG,36,H,,S,
ASM00095997,19980610,TAVG,16,H,,S,
ASM00095997,19980611,TAVG,22,H,,S,
ASM00095997,19980612,TAVG,27,H,,S,
ASM00095997,19980613,TAVG,1,H,,S,
ASM00095997,19980614,TAVG,-12,H,,S,
ASM00095997,19980615,TAVG,18,H,,S,
ASM00095997,19980616,TAVG,18,H,,S,
ASM00095997,19980617,TAVG,7,H,,S,
ASM00095997,19980618,TAVG,28,H,,S,
ASM00095997,19980619,TAVG,17,H,,S,
ASM00095997,19980620,TAVG,17,H,,S,
ASM00095997,19980621,TAVG,8,H,,S,
ASM00095997,19980622,TAVG,21,H,,S,
ASM00095997,19980623,TAVG,19,H,,S,
ASM00095997,19980624,TAVG,28,H,,S,
ASM00095997,19980625,TAVG,22,H,,S,
ASM00095997,19980626,TAVG,-28,H,,S,
ASM00095997,19980628,TAVG,28,H,,S,
ASM00095997,19980629,TAVG,12,H,,S,
ASM00095997,19980630,TAVG,-17,H,,S,
ASM00095997,19980701,TAVG,7,H,,S,
ASM00095997,19980702,TAVG,28,H,,S,
ASM00095997,19980704,TAVG,17,H,,S,
ASM00095997,19980705,TAVG,46,H,,S,
ASM00095997,19980706,TAVG,28,H,,S,
ASM00095997,19980707,TAVG,8,H,,S,
ASM00095997,19980708,TAVG,14,H,,S,
ASM00095997,19980709,TAVG,46,H,,S,
ASM00095997,19980710,TAVG,36,H,,S,
ASM00095997,19980711,TAVG,8,H,,S,
ASM00095997,19980712,TAVG,21,H,,S,
ASM00095997,19980713,TAVG,9,H,,S,
ASM00095997,19980714,TAVG,14,H,,S,
ASM00095997,19980715,TAVG,13,H,,S,
ASM00095997,19980717,TAVG,50,H,,S,
ASM00095997,19980718,TAVG,42,H,,S,
ASM00095997,19980719,TAVG,20,H,,S,
ASM00095997,19980720,TAVG,7,H,,S,
ASM00095997,19980721,TAVG,-21,H,,S,
ASM00095997,19980722,TAVG,-13,H,,S,
ASM00095997,19980723,TAVG,2,H,,S,
ASM00095997,19980724,TAVG,22,H,,S,
ASM00095997,19980725,TAVG,23,H,,S,
ASM00095997,19980726,TAVG,12,H,,S,
ASM00095997,19980727,TAVG,6,H,,S,
ASM00095997,19980728,TAVG,5,H,,S,
ASM00095997,19980729,TAVG,35,H,,S,
ASM00095997,19980730,TAVG,5,H,,S,
ASM00095997,19980731,TAVG,12,H,,S,
ASM00095997,19980801,TAVG,12,H,,S,
ASM00095997,19980802,TAVG,-2,H,,S,
ASM00095997,19980803,TAVG,-14,H,,S,
ASM00095997,19980804,TAVG,-22,H,,S,
ASM00095997,19980805,TAVG,-34,H,,S,
ASM00095997,19980806,TAVG,-11,H,,S,
ASM00095997,19980807,TAVG,15,H,,S,
ASM00095997,19980808,TAVG,16,H,,S,
ASM00095997,19980809,TAVG,27,H,,S,
ASM00095997,19980810,TAVG,3,H,,S,
ASM00095997,19980811,TAVG,3,H,,S,
ASM00095997,19980812,TAVG,21,H,,S,
ASM00095997,19980813,TAVG,4,H,,S,
ASM00095997,19980815,TAVG,-17,H,,S,
ASM00095997,19980817,TAVG,4,H,,S,
ASM00095997,19980818,TAVG,-16,H,,S,
ASM00095997,19980819,TAVG,1,H,,S,
ASM00095997,19980820,TAVG,7,H,,S,
ASM00095997,19980821,TAVG,10,H,,S,
ASM00095997,19980822,TAVG,-3,H,,S,
ASM00095997,19980823,TAVG,-13,H,,S,
ASM00095997,19980824,TAVG,-1,H,,S,
ASM00095997,19980825,TAVG,9,H,,S,
ASM00095997,19980826,TAVG,24,H,,S,
ASM00095997,19980827,TAVG,2,H,,S,
ASM00095997,19980828,TAVG,-12,H,,S,
ASM00095997,19980829,TAVG,19,H,,S,
ASM00095997,19980830,TAVG,42,H,,S,
