date,ID,lat,long,value
2017-01,ASN00061309,-32.6881,150.9728,274
2017-01,ASN00061196,-31.7069,151.2131,1000
2017-01,ASN00061201,-33.0259,151.1882,411
2017-01,ASN00061205,-33.0297,151.1401,542
2017-01,ASN00061209,-32.9597,150.675,362
2017-01,ASN00061211,-33.3588,150.7058,508
2017-01,ASN00061216,-33.4176,151.159,504
2017-01,ASN00061217,-33.2904,150.9708,254
2017-01,ASN00061220,-33.2381,151.3003,572
2017-01,ASN00061226,-32.936,151.1393,594
2017-01,ASN00061260,-32.7886,151.3377,662
2017-01,ASN00061268,-32.73,151.555,580
2017-01,ASN00061282,-33.0833,151.5,698
2017-01,ASN00061287,-32.1852,150.1737,588
2017-01,ASN00061288,-32.3322,151.4595,130
2017-01,ASN00061290,-32.1621,151.4905,604
2017-01,ASN00061294,-33.4666,151.4126,240
2017-01,ASN00061191,-32.6126,150.9761,542
2017-01,ASN00061295,-32.8108,151.3396,740
2017-01,ASN00061306,-31.8988,150.658,908
2017-01,ASN00061250,-32.6296,151.5919,829
2017-01,ASN00061170,-32.2809,151.7948,496
2017-01,ASN00061096,-32.5997,151.618,736
2017-01,ASN00061151,-32.2426,151.683,500
2017-01,ASN00060148,-32.1625,152.2614,870
2017-01,ASN00061007,-32.0332,150.5836,366
2017-01,ASN00061010,-32.5879,151.7813,624
2017-01,ASN00061012,-33.0853,151.4633,490
2017-01,ASN00061014,-32.6385,151.4173,612
2017-01,ASN00061017,-32.4022,151.7582,490
2017-01,ASN00061031,-32.7756,151.735,690
2017-01,ASN00061041,-33.0955,151.5506,640
2017-01,ASN00061054,-32.7103,152.1612,655
2017-01,ASN00061055,-32.9185,151.7985,1008
2017-01,ASN00061152,-32.9995,151.2908,330
2017-01,ASN00061071,-32.4027,151.9664,576
2017-01,ASN00061092,-32.5932,151.3335,540
2017-01,ASN00061093,-33.3653,151.3264,456
2017-01,ASN00061095,-32.1939,151.0932,328
2017-01,ASN00061097,-31.9201,151.2355,496
2017-01,ASN00061106,-32.3564,151.8059,552
2017-01,ASN00061110,-32.8736,150.7936,0
2017-01,ASN00061119,-33.385,150.9856,515
2017-01,ASN00061130,-32.5113,150.7968,446
2017-01,ASN00061135,-32.1018,151.2333,375
2017-01,ASN00061143,-32.654,151.021,370
2017-01,ASN00061078,-32.7932,151.8359,622
2017-01,ASN00061327,-32.8248,151.2613,745
2017-01,ASN00061373,-31.9583,150.8567,684
2017-01,ASN00061334,-33.0488,150.2325,380
2017-01,ASN00062036,-32.2807,149.741,454
2017-01,ASN00062075,-32.4753,149.5151,44
2017-01,ASN00062089,-32.8936,149.3808,458
2017-01,ASN00062099,-32.8366,148.9963,238
2017-01,ASN00062100,-32.7244,150.229,622
2017-01,ASN00062101,-32.5628,149.6149,424
2017-01,ASN00062102,-32.5204,150.0817,176
2017-01,ASN00063005,-33.4289,149.5559,68
2017-01,ASN00063013,-33.5366,150.4413,836
2017-01,ASN00063022,-33.8018,148.704,283
2017-01,ASN00062028,-32.4945,149.2696,408
2017-01,ASN00063028,-33.6929,150.5291,767
2017-01,ASN00063035,-33.0362,149.4146,359
2017-01,ASN00063036,-33.8199,150.0227,361
2017-01,ASN00063039,-33.7122,150.3087,932
2017-01,ASN00063043,-33.5343,150.6338,562
2017-01,ASN00063049,-33.6094,150.0856,500
2017-01,ASN00063061,-33.8222,149.3244,296
2017-01,ASN00063063,-33.6774,149.8374,418
2017-01,ASN00063073,-33.6896,149.5633,255
2017-01,ASN00063076,-33.0807,149.6901,370
2017-01,ASN00063081,-33.6956,150.5408,700
2017-01,ASN00063029,-33.744,149.1046,390
2017-01,ASN00061329,-32.8323,151.3085,569
2017-01,ASN00062021,-32.5956,149.5956,614
2017-01,ASN00062009,-31.9963,149.9856,552
2017-01,ASN00061339,-32.5584,151.8043,502
2017-01,ASN00061346,-31.8626,151.4398,528
2017-01,ASN00061349,-32.5667,151.6083,440
2017-01,ASN00061350,-32.1714,151.5942,502
2017-01,ASN00061360,-32.05,150.8528,505
2017-01,ASN00061363,-32.0335,150.8264,460
2017-01,ASN00061366,-33.2815,151.5766,498
2017-01,ASN00061372,-31.8017,150.925,738
2017-01,ASN00061374,-32.2199,150.9193,54
2017-01,ASN00061375,-33.2894,151.2107,664
2017-01,ASN00062013,-32.3634,149.5329,551
2017-01,ASN00061376,-33.0759,151.5382,724
2017-01,ASN00061381,-33.4036,151.3928,540
2017-01,ASN00061382,-33.1681,151.2181,490
2017-01,ASN00061383,-33.2528,151.3164,380
2017-01,ASN00061385,-33.0789,151.3403,640
2017-01,ASN00061387,-33.245,151.5119,582
2017-01,ASN00061392,-31.7416,150.7937,548
2017-01,ASN00061394,-33.2177,151.1251,576
2017-01,ASN00061405,-32.6753,151.6219,652
2017-01,ASN00060147,-31.7361,152.3989,1090
2017-01,ASN00062003,-32.6657,149.1016,398
2017-01,ASN00061377,-33.0933,151.6317,680
2017-01,ASN00061406,-33.0831,151.6511,0
2017-01,ASN00060046,-31.6877,152.2688,1112
2017-01,ASN00060144,-32.3796,152.5062,1136
2017-01,ASN00058127,-28.7319,153.4065,2956
2017-01,ASN00058129,-28.4658,153.2632,3030
2017-01,ASN00058137,-28.2562,153.5778,1690
2017-01,ASN00058148,-28.5276,153.1519,3110
2017-01,ASN00058158,-28.3395,153.3809,2030
2017-01,ASN00058161,-29.7583,153.0297,1006
2017-01,ASN00058162,-28.7278,153.4622,1990
2017-01,ASN00058165,-28.6229,153.409,4438
2017-01,ASN00058167,-28.4147,153.3339,3460
2017-01,ASN00058171,-28.9263,153.4178,1386
2017-01,ASN00058113,-28.4738,153.0861,2868
2017-01,ASN00058180,-28.6069,153.2083,3560
2017-01,ASN00058193,-28.3538,153.293,2805
2017-01,ASN00058194,-28.3811,152.7174,1430
2017-01,ASN00058198,-28.8353,153.5585,908
2017-01,ASN00058199,-28.7364,153.1634,1590
2017-01,ASN00058201,-28.7967,153.2386,2110
2017-01,ASN00058202,-28.7406,153.075,1920
2017-01,ASN00058204,-28.3217,153.3467,2880
2017-01,ASN00058206,-28.7231,153.3614,3350
2017-01,ASN00058208,-28.8775,153.052,1420
2017-01,ASN00058212,-29.183,153.3964,1528
2017-01,ASN00058186,-28.3283,153.4,1780
2017-01,ASN00058214,-28.8343,153.2616,2454
2017-01,ASN00058102,-29.737,152.7852,1486
2017-01,ASN00058097,-29.1514,153.2792,2492
2017-01,ASN00057125,-30.3969,152.358,1074
2017-01,ASN00058005,-28.3981,153.1731,2760
2017-01,ASN00063093,-34.3093,149.9677,362
2017-01,ASN00058006,-29.5665,153.0811,1310
2017-01,ASN00058007,-28.6369,153.588,1768
2017-01,ASN00058012,-29.4333,153.3633,2680
2017-01,ASN00058019,-28.5314,153.3151,4134
2017-01,ASN00058020,-28.2886,153.3651,3114
2017-01,ASN00058023,-28.7908,153.3958,2130
2017-01,ASN00058027,-29.4227,153.2533,3129
2017-01,ASN00058099,-29.2822,152.9888,1558
2017-01,ASN00058028,-29.3842,152.7936,2270
2017-01,ASN00058040,-28.5451,153.4948,2160
2017-01,ASN00058044,-28.5966,153.2233,3603
2017-01,ASN00058045,-29.9691,152.7265,1738
2017-01,ASN00058056,-28.2025,153.5502,1542
2017-01,ASN00058059,-29.6309,153.0286,1278
2017-01,ASN00058068,-29.4133,153.0153,16
2017-01,ASN00058070,-28.6384,153.4128,4040
2017-01,ASN00058077,-29.6224,152.9605,1462
2017-01,ASN00058079,-29.7619,153.1047,492
2017-01,ASN00058080,-29.87,153.2653,2778
2017-01,ASN00058036,-28.31,153.2228,3260
2017-01,ASN00060146,-31.9572,152.585,720
2017-01,ASN00058216,-28.6399,153.6358,1502
2017-01,ASN00059002,-30.65,152.8486,362
2017-01,ASN00060065,-32.2942,152.3047,810
2017-01,ASN00060067,-31.2821,152.4315,1080
2017-01,ASN00060069,-31.6167,151.9333,1160
2017-01,ASN00060075,-31.95,151.7923,1040
2017-01,ASN00060085,-31.3865,152.2482,2642
2017-01,ASN00060090,-31.3422,152.341,1010
2017-01,ASN00060095,-32.375,152.3808,810
2017-01,ASN00060096,-32.2583,152.1208,1530
2017-01,ASN00060099,-32.4436,152.1561,530
2017-01,ASN00060104,-31.4138,151.598,1090
2017-01,ASN00060042,-32.1532,151.9511,932
2017-01,ASN00060106,-31.6647,152.0637,1198
2017-01,ASN00060116,-31.4367,152.4633,990
2017-01,ASN00060117,-31.8833,152.15,925
2017-01,ASN00060118,-31.7753,152.0778,1024
2017-01,ASN00060121,-31.5667,152.2401,996
2017-01,ASN00060122,-31.8922,152.2739,736
2017-01,ASN00060128,-31.5833,151.3167,1110
2017-01,ASN00060130,-31.2936,152.3121,1006
2017-01,ASN00060137,-31.7683,151.8889,840
2017-01,ASN00060139,-31.4336,152.8655,840
2017-01,ASN00060141,-31.8896,152.512,634
2017-01,ASN00060112,-32.0525,151.9147,1010
2017-01,ASN00058222,-29.7847,153.2639,490
2017-01,ASN00060036,-31.862,152.3444,730
2017-01,ASN00060030,-31.8986,152.4834,834
2017-01,ASN00059007,-31.0711,152.7717,492
2017-01,ASN00059009,-30.2358,153.0163,1420
2017-01,ASN00059019,-30.3641,152.4061,1082
2017-01,ASN00059030,-30.9225,153.087,734
2017-01,ASN00059045,-30.3614,152.4917,2200
2017-01,ASN00059047,-31.1802,152.9681,748
